Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-12-31,5.377452609256343,5.401566746517583,5.353338471995104,5.389509677886963,449200,0.0,0.0
1982-01-04,5.305109024047852,5.389508485794067,5.208652496337891,5.280994892120361,630400,0.0,0.0
1982-01-05,5.112199370677654,5.196598888589786,5.015742778778076,5.015742778778076,1076800,0.0,0.0
1982-01-06,4.967510223388672,5.003681414335677,4.919281968792665,4.967510223388672,1560400,0.0,0.0
1982-01-07,4.907227768756376,4.991627263550711,4.82282827396204,4.87105655670166,1303600,0.0,0.0
1982-01-08,4.9433987181460655,4.979569928278841,4.89517043796903,4.931341648101807,991200,0.0,0.0
1982-01-11,4.85899807111866,4.991625810032569,4.726370332204751,4.750484466552734,1479600,0.0,0.0
1982-01-12,4.822828033824027,4.895170454331387,4.738428543232105,4.883113384246826,1089600,0.0,0.0
1982-01-13,4.883112202991139,5.039854076173571,4.714313262640828,4.774598598480225,1231200,0.0,0.0
1982-01-14,4.8348851039085865,4.883113384246826,4.774599753485786,4.883113384246826,1068400,0.0,0.0
1982-01-15,4.895170211791992,4.919284350766337,4.858999003330475,4.895170211791992,724400,0.0,0.0
1982-01-18,4.858999227836255,4.931341648101807,4.786656807570702,4.931341648101807,897600,0.0,0.0
1982-01-19,4.858996857323635,4.931339242296195,4.786654472351074,4.786654472351074,722000,0.0,0.0
1982-01-20,4.714312313764523,4.798711766952123,4.617855795835838,4.7022552490234375,1852800,0.0,0.0
1982-01-21,4.678142073240923,4.75048447643537,4.605799670046475,4.654027938842773,1187200,0.0,0.0
1982-01-22,4.629912845672123,4.690198169183478,4.557570457458496,4.557570457458496,868000,0.0,0.0
1982-01-25,4.666084759217456,4.810769557952881,4.509342893920746,4.810769557952881,1900800,0.0,0.0
1982-01-26,4.774597637469952,4.8348829611753805,4.7022552490234375,4.7022552490234375,1143200,0.0,0.0
1982-01-27,4.810768607845924,4.895168057106379,4.72636915858547,4.834882736206055,1310800,0.0,0.0
1982-01-28,4.967511177062988,5.051910638809204,4.871054649353027,5.039853572845459,1169200,0.0,0.0
1982-01-29,5.184537415151243,5.244822733932072,5.124252096370415,5.208651542663574,2861600,0.0,0.0
1982-02-01,4.991627491662777,5.100141132785882,4.883113850539673,4.907227993011475,1345200,0.0,0.0
1982-02-02,4.9313418911952605,4.979570173749737,4.871056538002164,4.919284820556641,1434400,0.0,0.0
1982-02-03,4.822827605030421,4.967512433181334,4.6781427768795085,4.714313983917236,1294800,0.0,0.0
1982-02-04,4.750484459400177,4.822826862335205,4.678142056465149,4.822826862335205,1818000,0.0,0.0
1982-02-05,4.883113627386566,4.967513122180901,4.7866570619073245,4.87105655670166,1472000,0.0,0.0
1982-02-08,4.714312549690148,4.79871200710148,4.629913092278815,4.641970157623291,1396400,0.0,0.0
1982-02-09,4.666084765162138,4.750484231198662,4.5816852991256125,4.69019889831543,1279200,0.0,0.0
1982-02-10,4.77460004845444,4.846942473431023,4.690200552648427,4.726371765136719,1146000,0.0,0.0
1982-02-11,4.6660859772048076,4.7504854651645845,4.581686489245031,4.605800628662109,1359200,0.0,0.0
1982-02-12,4.64197039604187,4.6781415939331055,4.59374213218689,4.629913330078125,1182800,0.0,0.0
1982-02-16,4.666084064311119,4.798711776733398,4.533456351888839,4.798711776733398,1678400,0.0,0.0
1982-02-17,4.76254297762501,4.798714190113301,4.714314694307288,4.726371765136719,1125200,0.0,0.0
1982-02-18,4.7504794712308085,4.798707689212847,4.70225125324877,4.762536525726318,765200,0.0,0.0
1982-02-19,4.7384281219423885,4.786656397992693,4.6781427768795085,4.714313983917236,774800,0.0,0.0
1982-02-22,4.641973832074334,4.786658730736391,4.4972889334122765,4.509346008300781,1422000,0.0,0.0
1982-02-23,4.5093431447414645,4.593742615364968,4.412886606886032,4.533457279205322,1600800,0.0,0.0
1982-02-24,4.654027696177553,4.762541295311227,4.545514097043879,4.73842716217041,1030000,0.0,0.0
1982-02-25,4.666085243225098,4.7384276500968046,4.58168576854144,4.666085243225098,789200,0.0,0.0
1982-02-26,4.641971115032625,4.678142318526385,4.59374284370761,4.617856979370117,640000,0.0,0.0
1982-03-01,4.557571413669181,4.641970884292684,4.461114875813748,4.533457279205322,977600,0.0,0.0
1982-03-02,4.4128900867397505,4.56963208435619,4.256148089123311,4.268205165863037,1373200,0.0,0.0
1982-03-03,4.1235160855359805,4.171744343846343,4.075287827225618,4.147630214691162,2811200,0.0,0.0
1982-03-04,4.1235160855359805,4.219972602156705,4.027059568915256,4.147630214691162,4486800,0.0,0.0
1982-03-05,4.12351537787396,4.183800690415977,4.063230065331942,4.15968656539917,2571200,0.0,0.0
