Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
GLENN T MICHAEL,Director,2021-12-01,Option Exercise,22.73,"6,307","143,358","30,053",Dec 03 05:12 PM
GLENN T MICHAEL,Director,2021-12-01,Sale,74.8,"6,307","471,764","23,746",Dec 03 05:12 PM
Pedretti Jerome O,"EVP & Pres., Ind. & Flow Tech.",2021-08-13,Option Exercise,41.87,"13,071","547,253","23,848",Aug 17 04:16 PM
