Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
BELISLE JOCELYN,"VP, Chief Accounting Officer",2022-03-07,Sale,157.71,"3,244","511,624","15,584",Mar 09 04:35 PM
Subasic Stephen,"SVP, Chief HR Officer",2022-02-25,Sale,155.91,"6,611","1,030,738","6,789",Feb 25 04:50 PM
