Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Martinez Maria,EVP & Chief Operating Officer,2022-06-13,Sale,43.33,"4,674","202,537","286,033",Jun 14 04:46 PM
BHATT PRAT,SVP & Chief Acctg Officer,2022-06-13,Sale,43.1,607,"26,162","79,855",Jun 14 04:44 PM
Robbins Charles,Chair and CEO,2022-05-25,Sale,43.79,"12,717","556,931","651,577",May 25 07:08 PM
Martinez Maria,EVP & Chief Operating Officer,2022-05-23,Sale,43.34,"3,628","157,238","295,305",May 25 07:05 PM
BHATT PRAT,SVP & Chief Acctg Officer,2022-05-23,Sale,43.34,"3,700","160,358","80,784",May 25 07:03 PM
Martinez Maria,EVP & Chief Operating Officer,2022-03-11,Sale,55.24,992,"54,798","304,198",Mar 11 07:46 PM
BHATT PRAT,SVP & Chief Acctg Officer,2022-03-11,Sale,55.16,608,"33,536","86,445",Mar 11 07:45 PM
Robbins Charles,Chair and CEO,2022-02-24,Sale,53.86,"15,382","828,521","672,737",Feb 24 07:43 PM
BHATT PRAT,SVP & Chief Acctg Officer,2022-02-22,Sale,56.4,"3,623","204,340","87,375",Feb 24 07:42 PM
BHATT PRAT,SVP & Chief Acctg Officer,2021-12-14,Sale,58.34,468,"27,303","93,035",Dec 14 06:58 PM
Robbins Charles,Chair and CEO,2021-11-24,Sale,55.45,"162,959","9,036,500","694,369",Nov 29 06:03 PM
BHATT PRAT,SVP & Chief Acctg Officer,2021-11-22,Sale,54.8,"12,722","697,175","93,964",Nov 23 05:06 PM
BHATT PRAT,SVP & Chief Acctg Officer,2021-09-13,Sale,58.35,468,"27,309","93,506",Sep 14 05:50 PM
Elliott Geraldine,EVP & Chief Cust & Prtnr Offcr,2021-08-25,Sale,59.4,"50,000","2,969,805","266,791",Aug 25 07:29 PM
Robbins Charles,Chair and CEO,2021-08-25,Sale,59.69,"6,543","390,572","587,380",Aug 25 07:32 PM
Martinez Maria,EVP & Chief Operating Officer,2021-08-24,Sale,59.01,"44,000","2,596,541","204,881",Aug 25 07:31 PM
BHATT PRAT,SVP & Chief Acctg Officer,2021-08-23,Sale,58.4,"3,518","205,454","94,436",Aug 25 07:27 PM
Martinez Maria,EVP & Chief Operating Officer,2021-08-23,Sale,58.52,"4,000","234,063","248,881",Aug 25 07:31 PM
