Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Aravanis Alexander,"SVP, Chief Technology Officer",2022-07-07,Sale,200.00,539,"107,800","3,346",Jul 07 05:25 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2022-06-10,Sale,214.85,250,"53,712","41,833",Jun 14 06:20 PM
Dadswell Charles,SVP & General Counsel,2022-04-28,Sale,300.13,368,"110,448","7,427",May 02 04:54 PM
Hoyt Aimee L,"SVP, Chief People Officer",2022-04-12,Sale,350.51,"2,474","867,173","5,342",Apr 14 04:33 PM
Febbo Phillip G.,SVP Chief Medical Officer,2022-04-06,Sale,360.01,"1,988","715,700","5,774",Apr 07 04:19 PM
Dadswell Charles,SVP & General Counsel,2022-03-28,Sale,342.83,368,"126,161","7,795",Mar 30 07:02 PM
Hoyt Aimee L,"SVP, Chief People Officer",2022-02-22,Option Exercise,0.0,"3,421",0,"6,678",Feb 24 05:36 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2022-02-22,Option Exercise,0.0,"4,561",0,"43,891",Feb 24 05:42 PM
deSouza Francis A,President and CEO,2022-02-22,Option Exercise,0.0,"19,383",0,"88,587",Feb 24 05:43 PM
Febbo Phillip G.,SVP Chief Medical Officer,2022-02-22,Option Exercise,0.0,"2,851",0,"5,866",Feb 24 05:32 PM
SAMAD SAM,SVP and CFO,2022-02-22,Option Exercise,0.0,"4,561",0,"11,023",Feb 24 05:39 PM
Pegels Kevin Carl,Chief of Global Operations,2022-02-22,Option Exercise,0.0,"1,065",0,"5,910",Feb 24 05:38 PM
GOSWAMI JOYDEEP,SVP Corp Business Development,2022-02-22,Option Exercise,0.0,"3,979",0,"7,824",Feb 24 05:34 PM
Dadswell Charles,SVP & General Counsel,2022-02-22,Option Exercise,0.0,"4,561",0,"7,889",Feb 24 05:30 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2022-01-12,Sale,425.0,800,"340,000","39,274",Jan 13 04:48 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-12-28,Sale,387.06,100,"38,706","40,074",Dec 30 04:10 PM
Dadswell Charles,SVP & General Counsel,2021-12-22,Sale,380.29,322,"122,453","3,283",Dec 23 05:37 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-12-08,Sale,375.0,100,"37,500","40,174",Dec 09 04:32 PM
Dadswell Charles,"SVP, General Counsel",2021-11-22,Sale,377.86,314,"118,648","3,605",Nov 24 04:16 PM
Aravanis Alexander,"SVP, Chief Technology Officer",2021-11-12,Sale,386.35,361,"139,472","4,127",Nov 16 04:52 PM
Febbo Phillip G.,SVP Chief Medical Officer,2021-11-08,Sale,406.83,"1,000","406,830","3,015",Nov 09 04:59 PM
Aravanis Alexander,"SVP, Chief Technology Officer",2021-11-02,Sale,412.78,"2,926","1,207,801","4,679",Nov 04 06:11 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-10-28,Sale,414.35,100,"41,435","41,256",Nov 01 04:33 PM
Aravanis Alexander,"SVP, Chief Technology Officer",2021-10-26,Sale,423.0,"2,926","1,237,698","7,605",Oct 28 05:27 PM
Dadswell Charles,SVP & General Counsel,2021-10-22,Sale,411.0,314,"129,054","4,658",Oct 26 04:48 PM
Aravanis Alexander,"SVP, Chief Technology Officer",2021-10-19,Sale,411.82,"2,926","1,204,972","10,531",Oct 21 05:50 PM
Aravanis Alexander,"SVP, Chief Technology Officer",2021-10-12,Sale,409.21,"2,926","1,197,350","13,457",Oct 14 06:29 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-09-28,Sale,418.04,100,"41,804","41,356",Sep 30 04:04 PM
Dadswell Charles,SVP & General Counsel,2021-09-22,Sale,436.69,314,"137,121","4,972",Sep 23 04:24 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-08-30,Sale,463.5,300,"139,050","41,456",Sep 01 07:15 PM
Dadswell Charles,SVP & General Counsel,2021-08-23,Sale,489.1,314,"153,577","5,286",Aug 25 04:40 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-08-04,Sale,500.0,"1,000","500,000","41,756",Aug 05 04:22 PM
Hoyt Aimee L,"SVP, Chief People Officer",2021-08-04,Sale,500.0,372,"186,000","3,757",Sep 08 07:36 PM
TOUSI SUSAN H,"SVP, Chief Commercial Officer",2021-07-28,Sale,486.41,300,"145,923","42,743",Jul 29 04:34 PM
Dadswell Charles,SVP & General Counsel,2021-07-22,Sale,482.23,314,"151,420","5,576",Jul 26 04:57 PM
Aravanis Alexander,"SVP, Chief Technology Officer",2021-07-07,Sale,477.59,539,"257,421","4,679",Jul 07 06:26 PM
