Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Bulanda Mark J,Exec Pres Auto Sols,2022-03-29,Option Exercise,44.81,"10,000","448,100","198,099",Mar 31 04:19 PM
Bulanda Mark J,Exec Pres Auto Sols,2022-03-29,Sale,97.35,"4,574","445,297","190,519",Mar 31 04:19 PM
Button Bell Katherine,Sr. VP & Chief Marketing Off.,2021-08-10,Sale,101.21,"12,850","1,300,496","27,659",Aug 10 05:37 PM
