Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
KUEBLER CHRISTOPHER A,Director,2022-05-19,Option Exercise,88.71,"4,000","354,840","18,064",May 23 10:33 AM
KUEBLER CHRISTOPHER A,Director,2022-05-19,Sale,328.78,"4,000","1,315,120","14,064",May 23 10:33 AM
Hendrickson Gary E,Director,2022-05-05,Option Exercise,335.59,"5,962","2,000,792","8,245",May 09 10:25 AM
CONARD EDWARD,Director,2021-12-02,Option Exercise,75.94,"4,000","303,760","74,982",Dec 03 11:58 AM
CONARD EDWARD,Director,2021-12-02,Sale,336.01,"4,000","1,344,040","70,982",Dec 03 11:58 AM
KUEBLER CHRISTOPHER A,Director,2021-08-18,Sale,405.62,"3,000","1,216,860","13,763",Aug 19 09:36 AM
BADDOUR LINDA,Director,2021-08-16,Option Exercise,183.41,"1,260","231,097","3,057",Aug 17 12:39 PM
BADDOUR LINDA,Director,2021-08-16,Sale,408.99,"1,260","515,327","1,797",Aug 17 12:39 PM
BERENDT MICHAEL J,Director,2021-08-13,Sale,403.12,806,"324,915","16,449",Aug 16 10:32 AM
BERENDT MICHAEL J,Director,2021-08-12,Sale,398.43,"4,000","1,593,720","17,255",Aug 13 10:41 AM
SALICE THOMAS P,Director,2021-08-05,Sale,395.0,"3,500","1,382,500","56,774",Aug 06 01:27 PM
SALICE THOMAS P,Director,2021-08-05,Sale,395.0,"5,000","1,975,000","31,684",Aug 06 01:27 PM
