Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
ZILLMER JOHN J,Director,2022-06-06,Sale,32.25,"16,000","516,000","320,763",Jun 08 04:12 PM
Goldman Nathan D,EVP & CLO,2021-10-22,Option Exercise,16.13,"17,793","287,001","232,654",Oct 25 04:55 PM
Goldman Nathan D,EVP & CLO,2021-10-22,Sale,34.94,"57,793","2,019,287","174,861",Oct 25 04:55 PM
Williams Angela C,VP & Chief Accounting Officer,2021-10-21,Option Exercise,18.92,"30,639","579,677","24,411",Oct 25 05:03 PM
Williams Angela C,VP & Chief Accounting Officer,2021-10-21,Sale,35.44,"38,535","1,365,569","16,593",Oct 25 05:03 PM
Wallace Mark Kenneth,Executive Vice President - CSX,2021-09-08,Option Exercise,17.94,"161,487","2,897,077","314,766",Sep 09 05:03 PM
Wallace Mark Kenneth,Executive Vice President - CSX,2021-09-08,Sale,31.6,"161,487","5,102,989","153,279",Sep 09 05:03 PM
ZILLMER JOHN J,Director,2021-08-24,Sale,33.54,"15,000","503,100","325,000",Aug 26 05:01 PM
Goldman Nathan D,EVP & CLO,2021-07-26,Sale,32.87,"35,000","1,150,450","216,361",Jul 27 06:33 PM
ZILLMER JOHN J,Director,2021-07-26,Sale,32.64,"80,000","2,611,200","340,000",Jul 28 05:29 PM
