Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
HORMATS ROBERT D,Director,2022-07-01,Sale,254.53,150,"38,180","6,571",Jul 06 04:03 PM
HORMATS ROBERT D,Director,2022-06-15,Sale,235.4,200,"47,080","6,721",Jun 17 05:50 PM
HORMATS ROBERT D,Director,2022-06-01,Sale,256.13,200,"51,226","6,921",Jun 03 04:08 PM
Tanner Bruce L,Director,2022-04-29,Buy,244.96,9,"2,205","2,514",May 03 04:07 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-04-21,Option Exercise,76.9,"25,389","1,952,414","77,787",Apr 25 04:24 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-04-21,Sale,270.0,"25,389","6,855,030","52,398",Apr 25 04:24 PM
Meyer Robert Joseph JR,SVP & Chief Accounting Officer,2022-03-15,Sale,235.76,"2,800","660,119","26,914",Mar 17 04:06 PM
THOMPSON SAMME L,Director,2022-02-04,Option Exercise,62.0,"1,590","98,580","22,808",Feb 08 04:15 PM
THOMPSON SAMME L,Director,2022-02-04,Sale,248.16,"1,590","394,574","21,218",Feb 08 04:15 PM
Tanner Bruce L,Director,2022-01-14,Buy,252.12,4,"1,008","1,624",Mar 14 07:56 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-01-13,Option Exercise,71.07,"3,956","281,153","52,404",Jan 18 04:11 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-01-13,Sale,260.0,"3,956","1,028,560","48,448",Jan 18 04:11 PM
THOMPSON SAMME L,Director,2022-01-03,Option Exercise,62.0,"2,000","124,000","23,218",Jan 05 04:30 PM
THOMPSON SAMME L,Director,2022-01-03,Sale,292.37,"2,000","584,740","21,218",Jan 05 04:30 PM
REEVE PAMELA D A,Director,2021-12-09,Option Exercise,62.0,"3,590","222,580","20,182",Dec 13 04:14 PM
REEVE PAMELA D A,Director,2021-12-09,Sale,273.02,"3,590","980,142","16,592",Dec 13 04:14 PM
REED JOANN A,Director,2021-11-16,Option Exercise,62.0,"3,590","222,580","52,531",Nov 18 04:31 PM
REED JOANN A,Director,2021-11-16,Sale,260.5,866,"225,593","51,665",Nov 18 04:31 PM
HORMATS ROBERT D,Director,2021-09-07,Sale,300.5,100,"30,050","6,240",Sep 09 04:17 PM
SHARBUTT DAVID E,Director,2021-09-03,Sale,300.71,739,"222,225",905,Sep 08 04:08 PM
HORMATS ROBERT D,Director,2021-08-24,Sale,289.49,100,"28,949","6,340",Aug 26 04:19 PM
SHARBUTT DAVID E,Director,2021-08-23,Option Exercise,81.18,"2,400","194,832","4,044",Aug 25 04:19 PM
SHARBUTT DAVID E,Director,2021-08-23,Sale,290.0,"2,400","696,000","1,644",Aug 25 04:19 PM
HORMATS ROBERT D,Director,2021-08-10,Sale,281.55,100,"28,155","6,440",Aug 12 04:20 PM
Meyer Robert Joseph JR,SVP & Chief Accounting Officer,2021-07-30,Sale,284.89,"5,289","1,506,801","27,242",Aug 03 04:12 PM
HORMATS ROBERT D,Director,2021-07-20,Sale,283.11,100,"28,311","6,540",Jul 22 04:13 PM
Vondran Steven O,"EVP & President, U.S. Tower",2021-07-13,Sale,278.14,816,"226,962","18,371",Jul 14 04:10 PM
Vondran Steven O,"EVP & President, U.S. Tower",2021-07-12,Sale,279.09,"8,046","2,245,551","19,187",Jul 14 04:10 PM
HORMATS ROBERT D,Director,2021-07-06,Sale,272.87,100,"27,287","6,640",Jul 08 04:22 PM
