Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Green David Lawrence,Senior EVP and General Counsel,2022-06-03,Sale,130.1,"16,252","2,114,385","97,818",Jun 07 04:47 PM
JACOBS WILLIAM I,Director,2022-03-15,Sale,127.99,500,"63,995","16,325",Mar 16 05:18 PM
SHEFFIELD DAVID M,Chief Accounting Officer,2022-02-28,Sale,132.55,"1,006","133,345","23,946",Feb 28 07:05 PM
JACOBS WILLIAM I,Director,2022-02-15,Sale,145.83,500,"72,915","16,825",Feb 15 05:17 PM
JACOBS WILLIAM I,Director,2022-01-18,Sale,149.54,500,"74,770","17,325",Jan 19 08:20 PM
JACOBS WILLIAM I,Director,2021-12-15,Sale,129.28,500,"64,640","17,825",Dec 17 04:15 PM
JACOBS WILLIAM I,Director,2021-11-15,Sale,132.95,500,"66,475","18,325",Nov 17 04:30 PM
CLONINGER KRISS III,Director,2021-11-05,Buy,137.68,"1,000","137,680","35,856",Nov 08 04:16 PM
JACOBS WILLIAM I,Director,2021-10-15,Sale,156.44,500,"78,220","18,825",Oct 18 05:34 PM
JACOBS WILLIAM I,Director,2021-09-15,Sale,162.2,500,"81,100","19,325",Sep 17 04:14 PM
JACOBS WILLIAM I,Director,2021-08-16,Sale,170.43,500,"85,215","19,825",Aug 18 04:14 PM
MCDANIEL CONNIE D,Director,2021-08-10,Buy,173.48,"1,150","199,502","13,970",Aug 11 06:41 AM
JOHNSON JOIA M,Director,2021-08-05,Buy,170.4,590,"100,536","5,845",Aug 09 06:36 AM
SLOAN JEFFREY STEVEN,CEO,2021-08-05,Buy,169.87,"2,946","500,437","291,264",Aug 09 06:33 AM
JACOBS WILLIAM I,Director,2021-07-15,Sale,192.3,500,"96,150","20,325",Jul 16 04:07 PM
