Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
"CHARTER COMMUNICATIONS, INC. /",10% Owner,2022-06-15,Option Exercise,0.0,"100,200",0,"144,246",Jun 17 04:14 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2022-05-17,Sale,458.45,"3,000","1,375,347","2,604",May 18 04:06 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2022-05-16,Sale,464.81,"2,300","1,069,052","5,604",May 18 04:06 PM
Winfrey Christopher L,Chief Operating Officer,2022-02-01,Buy,591.96,"2,750","1,627,886","49,256",Feb 02 04:02 PM
Howard Kevin D,EVP/CAO/Controller,2022-01-28,Option Exercise,576.29,151,"87,020",636,Feb 01 04:05 PM
Howard Kevin D,EVP/CAO/Controller,2022-01-14,Option Exercise,610.0,706,"430,660",706,Jan 19 04:14 PM
Fischer Jessica M,Chief Financial Officer,2022-01-14,Option Exercise,610.0,545,"332,450",932,Jan 19 04:12 PM
DiGeronimo Richard J,Chief Product and Tech Officer,2022-01-14,Option Exercise,610.0,855,"521,550","5,361",Jan 19 04:11 PM
Rutledge Thomas,Chairman and CEO,2021-11-23,Sale,675.29,"44,894","30,316,267","3,579",Nov 24 08:52 AM
Rutledge Thomas,Chairman and CEO,2021-11-22,Sale,674.34,"43,106","29,068,091","48,473",Nov 24 08:52 AM
Bickham John,President and COO,2021-09-02,Option Exercise,221.25,200,"44,250",200,Sep 07 04:21 PM
Bickham John,President and COO,2021-09-02,Option Exercise,221.25,"23,000","5,088,704","54,130",Sep 07 04:21 PM
Bickham John,President and COO,2021-09-02,Sale,825.14,200,"165,029",0,Sep 07 04:21 PM
Bickham John,President and COO,2021-09-02,Sale,824.3,"9,032","7,445,057","31,130",Sep 07 04:21 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2021-08-20,Option Exercise,221.25,"15,350","3,396,157","23,254",Aug 24 04:23 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2021-08-20,Sale,794.75,"5,656","4,495,083","7,904",Aug 24 04:23 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2021-08-03,Option Exercise,221.25,"20,000","4,424,960","27,904",Aug 05 04:14 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2021-08-03,Sale,764.94,"7,254","5,548,860","7,904",Aug 05 04:14 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2021-07-01,Option Exercise,221.25,"40,000","8,849,920","47,904",Jul 06 04:20 PM
Hargis Jonathan,EVP/Chief Marketing Officer,2021-07-01,Sale,724.06,"40,000","28,962,516","7,904",Jul 06 04:20 PM
