Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
SEGAL NED D.,Chief Financial Officer,2022-07-12,Sale,32.76,"5,000","163,800","711,333",Jul 14 06:36 PM
Caldwell Nick V.,General Manager of Core Tech,2022-07-07,Sale,38.38,"10,921","419,115","374,468",Jul 11 07:19 PM
SEGAL NED D.,Chief Financial Officer,2022-06-14,Sale,38.0,"5,000","190,000","716,333",Jun 16 07:10 PM
Caldwell Nick V.,General Manager of Core Tech,2022-06-06,Sale,38.02,"15,467","588,066","396,130",Jun 08 07:12 PM
Falck Bruce,General Manager of Revenue,2022-05-20,Option Exercise,0.0,"30,189",0,"376,399",May 24 06:41 PM
SAUD H R H PRINCE ALWALEED BIN,Possible member of 10% group,2022-05-18,Sale,37.27,"490,000","18,262,300","30,100,078",May 18 08:19 PM
SAUD H R H PRINCE ALWALEED BIN,Possible member of 10% group,2022-05-13,Buy,40.73,"490,000","19,957,700","30,590,078",May 18 08:19 PM
SEGAL NED D.,Chief Financial Officer,2022-05-10,Sale,47.85,"5,000","239,254","720,858",May 12 07:25 PM
Kaiden Robert,Chief Accounting Officer,2022-05-05,Sale,50.5,"17,695","893,598","173,721",May 06 06:38 PM
Beykpour Kayvon,General Manager of Consumer,2022-05-04,Sale,48.65,"14,877","723,766","429,486",May 06 06:38 PM
Falck Bruce,General Manager of Revenue,2022-05-04,Sale,48.89,"20,069","981,199","346,210",May 06 06:51 PM
SEGAL NED D.,Chief Financial Officer,2022-04-12,Sale,47.14,"5,000","235,700","522,129",Apr 14 06:32 PM
SEGAL NED D.,Chief Financial Officer,2022-03-08,Sale,32.27,"5,000","161,350","527,129",Mar 10 06:08 PM
SEGAL NED D.,Chief Financial Officer,2022-02-08,Sale,35.35,"5,000","176,750","518,725",Feb 11 09:08 PM
Kaiden Robert,Chief Accounting Officer,2022-02-01,Sale,37.04,"5,614","207,926","96,543",Feb 03 07:03 PM
SEGAL NED D.,Chief Financial Officer,2022-01-11,Sale,39.79,"5,000","198,950","533,591",Jan 11 06:50 PM
Montano Michael,Engineering Lead,2021-12-31,Option Exercise,0.0,"30,192",0,"558,167",Jan 04 09:10 PM
Montano Michael,Engineering Lead,2021-12-20,Sale,42.3,"4,500","190,350","527,975",Dec 21 06:27 PM
Gadde Vijaya,Chief Legal Officer,2021-12-15,Sale,44.0,796,"35,024","740,987",Dec 16 07:07 PM
SEGAL NED D.,Chief Financial Officer,2021-12-14,Sale,44.04,"5,000","220,200","538,591",Dec 16 07:05 PM
"SLTA V (GP), L.L.C.",Director,2021-12-07,Buy,45.71,"700,000","32,000,481","2,074,800",Dec 08 08:39 PM
"SLTA V (GP), L.L.C.",Director,2021-12-06,Buy,43.94,"1,400,000","61,511,421","1,383,200",Dec 08 08:39 PM
Montano Michael,Engineering Lead,2021-12-06,Sale,41.9,"4,500","188,550","532,475",Dec 07 06:53 PM
Montano Michael,Engineering Lead,2021-11-22,Sale,48.51,"4,500","218,295","536,975",Nov 23 06:36 PM
Gadde Vijaya,Chief Legal Officer,2021-11-15,Sale,52.61,"14,471","761,319","741,783",Nov 17 06:15 PM
SEGAL NED D.,Chief Financial Officer,2021-11-09,Sale,54.4,"5,000","272,000","560,835",Nov 12 07:04 PM
Kaiden Robert,Chief Accounting Officer,2021-11-05,Sale,53.35,"10,637","567,478","102,157",Nov 09 07:29 PM
Montano Michael,Engineering Lead,2021-11-05,Sale,54.11,"4,500","243,495","541,475",Nov 09 07:30 PM
Kaiden Robert,Chief Accounting Officer,2021-11-01,Sale,54.26,"10,198","553,318","112,794",Nov 03 08:09 PM
Personette Sarah,Customers Lead,2021-11-01,Sale,54.2,"14,586","790,628","341,240",Nov 03 08:08 PM
