Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
NORTON PIERCE,President & CEO,2022-06-17,Buy,55.54,"8,975","498,462","9,414",Jun 21 01:36 PM
GIBSON JOHN WILLIAM,OKE Chairman of the Board,2022-05-25,Option Exercise,65.14,191,"12,442","999,116",May 27 04:39 PM
HELDERMAN MARK W,Director,2022-03-03,Sale,67.27,"30,000","2,017,950","20,679",Mar 04 02:47 PM
