Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
LEE DEBRA L,Director,2022-05-31,Sale,171.3,"2,145","367,436","1,224",Jun 01 12:05 PM
Smith Craig S.,Group President,2022-04-28,Sale,185.0,"3,647","674,695","19,252",Apr 29 05:39 PM
Brown William P,"Group Pres., US and Canada",2022-03-25,Sale,171.34,581,"99,549","19,338",Mar 28 06:17 PM
Linnartz Stephanie,President,2022-02-18,Sale,178.54,"2,448","437,066","31,250",Feb 18 05:21 PM
Oberg Kathleen K.,EVP & CFO,2022-02-17,Sale,180.21,"10,071","1,814,910","36,283",Feb 18 05:21 PM
Marriott David S,13D Group Owning more than 10%,2022-02-17,Sale,180.77,"3,628","655,834","573,761",Feb 18 05:21 PM
Brown William P,"Group Pres., US and Canada",2022-02-17,Sale,179.82,"2,826","508,171","32,100",Feb 18 05:21 PM
Breland Benjamin T.,EVP & Chief HR Officer,2022-02-17,Sale,179.41,800,"143,528","6,005",Feb 18 05:21 PM
Breland Benjamin T.,EVP & Chief HR Officer,2021-12-23,Sale,163.35,514,"83,963","4,561",Dec 27 11:02 AM
Harrison Deborah Marriott,Member of 13(d) group,2021-12-07,Sale,157.65,"7,250","1,142,962","81,168",Dec 09 04:40 PM
Henderson Frederick A.,Director,2021-11-11,Sale,159.18,"1,640","261,055",0,Nov 15 12:04 PM
Oberg Kathleen K.,EVP & CFO,2021-11-09,Sale,166.3,"10,690","1,777,763","30,060",Nov 10 03:20 PM
Reiss Rena Hozore,EVP &  General Counsel,2021-11-08,Sale,168.16,"3,500","588,542","13,772",Nov 09 01:11 PM
Linnartz Stephanie,President,2021-10-01,Sale,156.06,"11,303","1,763,995","27,000",Oct 04 04:32 PM
Linnartz Stephanie,President,2021-09-28,Sale,155.17,100,"15,517","38,303",Sep 29 03:19 PM
Linnartz Stephanie,President,2021-09-27,Sale,155.2,"4,300","667,360","38,403",Sep 29 03:19 PM
Capuano Anthony,CEO,2021-09-24,Sale,150.61,"5,347","805,312","104,523",Sep 27 04:44 PM
Linnartz Stephanie,President,2021-09-24,Sale,151.63,"1,893","287,035","42,703",Sep 27 04:41 PM
Linnartz Stephanie,President,2021-09-23,Sale,150.04,"13,810","2,072,108","44,596",Sep 27 04:41 PM
Oberg Kathleen K.,EVP & CFO,2021-09-16,Sale,144.22,"13,653","1,969,007","23,189",Sep 17 04:51 PM
