Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
STAFFIERI MICHAEL DAVID,"Chief Operating Officer, DKC",2022-06-23,Buy,77.7,"20,000","1,554,000","61,190",Jun 27 07:31 PM
Rodriguez Javier,Chief Executive Officer,2022-06-06,Option Exercise,65.48,"79,909","5,232,441","381,059",Jun 07 06:47 PM
Waters Kathleen Alyce,Chief Legal & Pub. Affairs Off,2022-06-06,Option Exercise,65.48,"20,929","1,370,431","87,092",Jun 07 06:47 PM
DESOER BARBARA J,Director,2022-06-03,Sale,97.42,"2,320","226,010",0,Jun 06 06:17 PM
DESOER BARBARA J,Director,2022-05-31,Option Exercise,66.17,"7,178","474,968","7,178",Jun 01 05:27 PM
NEHRA JOHN M,Director,2022-05-10,Option Exercise,66.17,"7,178","474,968","7,178",May 11 06:35 PM
HEARTY JAMES O,Chief Compliance Officer,2022-03-24,Option Exercise,65.48,"2,283","149,491","17,228",Mar 28 05:34 PM
Price Paula A,Director,2022-02-14,Sale,113.64,700,"79,551",491,Feb 15 06:24 PM
Arway Pamela M,Director,2021-11-23,Sale,102.86,446,"45,876","19,239",Nov 23 05:34 PM
STAFFIERI MICHAEL DAVID,"Chief Operating Officer, DKC",2021-09-03,Option Exercise,65.48,"37,101","2,429,373","117,783",Sep 08 05:59 PM
Arway Pamela M,Director,2021-08-23,Sale,133.09,365,"48,578","19,239",Aug 23 06:08 PM
ACKERMAN JOEL,CFO and Treasuer,2021-08-09,Option Exercise,68.89,"145,159","10,000,004","180,659",Aug 11 07:32 PM
Price Paula A,Director,2021-08-05,Sale,132.66,790,"104,804",380,Aug 06 06:00 PM
ACKERMAN JOEL,CFO & Treasurer,2021-08-05,Sale,131.36,"37,760","4,960,146","35,500",Aug 06 06:00 PM
