Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
GOFF STACEY W,EVP & GC,2021-11-05,Sale,14.16,"128,616","1,821,203","642,539",Nov 09 05:56 PM
CLONTZ STEVEN T,Director,2021-08-23,Buy,11.98,"5,000","59,880","300,015",Aug 25 06:03 PM
