Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
MURDOCH  KEITH  RUPERT,Executive Chairman,2021-12-07,Sale,21.79,"1,000,000","21,790,400",0,Dec 09 04:42 PM
Pitofsky David B,General Counsel,2021-08-16,Sale,23.55,"22,000","518,199","80,477",Aug 17 04:12 PM
