Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lisowski Sheryl Ann,CAO/CONTROLLER/TREASURER,2022-07-14,Buy,46.63,"1,058","49,330","5,096",Jul 18 11:47 AM
Jansen James C,EXECUTIVE VICE PRESIDENT,2022-06-15,Buy,48.92,"1,000","48,920","26,176",Jun 17 11:59 AM
Lewis Holden,CHIEF FINANCIAL OFFICER/EVP,2022-06-15,Buy,49.44,"1,000","49,440","9,582",Jun 17 11:52 AM
Ancius Michael J,Director,2022-06-15,Buy,49.18,678,"33,344","28,265",Jun 17 11:48 AM
Johnson Daniel L.,Director,2022-05-19,Buy,51.01,"1,000","51,009","10,595",May 20 03:51 PM
Ancius Michael J,Director,2022-05-11,Buy,51.0,"1,000","51,000","27,587",May 12 11:54 AM
Ancius Michael J,Director,2022-05-06,Buy,53.0,400,"21,200","26,587",May 09 11:14 AM
Ancius Michael J,Director,2022-05-05,Buy,54.65,235,"12,844","26,187",May 09 11:14 AM
Ancius Michael J,Director,2022-04-14,Buy,56.41,650,"36,664","25,952",Apr 18 12:52 PM
Ancius Michael J,Director,2022-01-20,Buy,57.18,730,"41,741","25,302",Jan 21 05:11 PM
FLORNESS DANIEL L,CEO and President,2021-12-09,Option Exercise,23.0,"50,000","1,150,000","310,657",Dec 10 04:20 PM
Drazkowski William Joseph,Executive Vice-President,2021-12-07,Option Exercise,23.38,"6,630","154,990","10,580",Dec 08 04:23 PM
Drazkowski William Joseph,Executive Vice-President,2021-12-07,Sale,62.99,"6,630","417,622","5,580",Dec 08 04:23 PM
Jansen James C,Executive Vice President,2021-12-06,Option Exercise,28.0,"25,000","700,000","50,176",Dec 08 04:23 PM
Jansen James C,Executive Vice President,2021-12-06,Sale,62.02,"25,000","1,550,608","25,176",Dec 08 04:23 PM
FLORNESS DANIEL L,CEO and President,2021-11-10,Option Exercise,23.0,"99,868","2,296,964","326,397",Nov 12 10:54 AM
Soderberg John Lewis,Senior Executive VP,2021-11-05,Option Exercise,21.0,"6,428","134,988","6,428",Nov 09 09:32 AM
Soderberg John Lewis,Senior Executive VP,2021-11-05,Sale,59.33,458,"27,171",0,Nov 09 09:32 AM
Soderberg John Lewis,Senior Executive VP,2021-11-05,Sale,59.36,"6,428","381,538",0,Nov 09 09:32 AM
Nielsen Sarah N,Director,2021-10-15,Buy,55.76,"1,000","55,760","1,000",Oct 18 06:13 PM
HSU Hsenghung Sam,Director,2021-09-13,Buy,53.2,"1,000","53,200","3,000",Sep 14 04:31 PM
Ancius Michael J,Director,2021-09-08,Buy,54.09,265,"14,334","24,571",Sep 10 12:55 PM
WISECUP REYNE K,Senior Executive VP,2021-08-31,Option Exercise,21.0,"21,428","449,988","41,428",Sep 01 10:16 AM
WISECUP REYNE K,Senior Executive VP,2021-08-31,Sale,56.02,"21,428","1,200,371","20,000",Sep 01 10:16 AM
LUNDQUIST NICHOLAS J,Director,2021-08-30,Option Exercise,21.83,"32,980","719,968","449,012",Sep 01 10:15 AM
LUNDQUIST NICHOLAS J,Director,2021-08-30,Sale,56.1,"32,980","1,850,167","429,726",Sep 01 10:15 AM
Watts Jeffery Michael,Executive Vice-President,2021-08-23,Option Exercise,23.37,"21,434","500,982","16,000",Aug 25 11:11 AM
Watts Jeffery Michael,Executive Vice-President,2021-08-23,Sale,55.77,"21,434","1,195,430",0,Aug 25 11:11 AM
Drazkowski William Joseph,Executive Vice-President,2021-08-20,Option Exercise,23.69,"15,126","358,278","20,080",Aug 24 09:37 AM
Drazkowski William Joseph,Executive Vice-President,2021-08-20,Sale,55.99,"15,126","846,963","5,580",Aug 24 09:37 AM
Heise Rita J.,Director,2021-08-16,Option Exercise,26.81,"16,400","439,750","28,900",Aug 18 04:31 PM
Heise Rita J.,Director,2021-08-16,Sale,55.66,"16,400","912,774","20,000",Aug 18 04:31 PM
FLORNESS DANIEL L,CEO and President,2021-08-10,Option Exercise,22.23,"99,094","2,202,974","271,887",Aug 12 12:05 PM
Lisowski Sheryl Ann,CAO/Controller/Treasurer,2021-08-06,Option Exercise,25.34,"15,980","404,945","10,877",Aug 10 09:00 AM
Lisowski Sheryl Ann,CAO/Controller/Treasurer,2021-08-06,Sale,55.17,"15,980","881,621","3,955",Aug 10 09:00 AM
Johnson Daniel L.,Director,2021-08-04,Buy,55.48,"1,000","55,475","9,595",Aug 06 09:57 AM
Miller Charles S.,Senior Executive VP,2021-08-02,Option Exercise,23.42,"35,141","823,138","40,267",Aug 04 03:12 PM
Miller Charles S.,Senior Executive VP,2021-08-02,Sale,55.1,"35,141","1,936,359","7,500",Aug 04 03:12 PM
LUNDQUIST NICHOLAS J,Director,2021-07-16,Option Exercise,53.51,"9,000","481,590","438,726",Jul 19 04:31 PM
LUNDQUIST NICHOLAS J,Director,2021-07-15,Option Exercise,53.3,"8,726","465,052","429,726",Jul 19 04:31 PM
