Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Brown Donald Eugene,"EVP, CFO and Pres Corp Svcs",2021-08-20,Sale,25.68,"19,762","507,488","145,938",Aug 23 11:15 AM
Vegas Pablo,"EVP, COO & President Utilities",2021-07-01,Sale,24.54,"5,384","132,123","101,224",Jul 02 11:23 AM
