Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Conley Christopher S,Vice President and Controller,2022-08-01,Option Exercise,0.00,"2,500",0,"4,386",Aug 02 04:56 PM
Morel Gilles,"EVP AND PRESIDENT, EMEA",2022-05-01,Option Exercise,0.0,"3,000",0,"9,108",May 03 04:51 PM
Bitzer Marc R,CHAIRMAN AND CEO,2022-03-01,Option Exercise,0.0,"91,008",0,"91,008",Mar 03 07:33 PM
Wu Shengpo,"EVP AND PRESIDENT, ASIA",2022-03-01,Option Exercise,0.0,"6,228",0,"13,854",Mar 03 08:01 PM
Peters James W,EXEC VICE PRESIDENT AND CFO,2022-03-01,Option Exercise,0.0,"20,492",0,"42,117",Mar 03 07:56 PM
Liotine Joseph T.,PRESIDENT & COO,2022-03-01,Option Exercise,0.0,"23,334",0,"28,617",Mar 03 07:53 PM
Morel Gilles,"EVP AND PRESIDENT, EMEA",2022-03-01,Option Exercise,0.0,"5,518",0,"7,365",Mar 03 07:49 PM
Conley Christopher S,Vice President and Controller,2022-03-01,Option Exercise,0.0,"1,086",0,"2,278",Mar 03 07:47 PM
Brega Joao Carlos,"EXECUTIVE VICE PRESIDENT, LAR",2022-03-01,Option Exercise,0.0,"9,238",0,"41,576",Mar 03 07:37 PM
Liotine Joseph T.,PRESIDENT & COO,2022-02-20,Option Exercise,0.0,"7,500",0,"7,828",Feb 23 05:55 PM
Brega Joao Carlos,"EXECUTIVE VICE PRESIDENT, LAR",2022-02-20,Option Exercise,0.0,"7,500",0,"32,338",Feb 23 05:47 PM
DICAMILLO GARY T,Director,2022-02-01,Sale,209.9,"1,000","209,900","2,002",Feb 02 05:27 PM
DICAMILLO GARY T,Director,2021-11-01,Sale,211.67,"1,000","211,670","2,992",Nov 02 04:51 PM
DICAMILLO GARY T,Director,2021-08-02,Sale,223.26,"1,000","223,260","3,981",Aug 03 05:27 PM
Peters James W,EXEC VICE PRESIDENT AND CFO,2021-08-01,Option Exercise,0.0,"5,000",0,"23,805",Aug 03 05:20 PM
Conley Christopher S,Vice President and Controller,2021-07-27,Sale,217.05,455,"98,758","1,482",Jul 28 05:58 PM
