Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Corey Dyer,"EVP, CHIEF REVENUE OFFICER",2022-06-24,Sale,137.27,"2,504","343,724","11,689",Jun 28 04:35 PM
Corey Dyer,"EVP, CHIEF REVENUE OFFICER",2022-06-13,Option Exercise,0.0,886,0,"14,193",Jun 15 05:06 PM
RUBERG DAVID C,"EVP, STRATEGIC ADVISOR",2022-05-27,Sale,139.68,"25,000","3,492,000","175,000",May 31 05:58 PM
RUBERG DAVID C,"EVP, STRATEGIC ADVISOR",2022-05-26,Sale,137.55,"50,000","6,877,365","200,000",May 31 05:58 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2022-05-18,Buy,125.95,"5,000","629,750","5,000",May 20 04:00 PM
KENNEDY KEVIN,Director,2021-12-29,Option Exercise,0.0,150,0,150,Jan 03 06:53 PM
KENNEDY KEVIN,Director,2021-12-29,Sale,175.07,150,"26,260",0,Jan 03 06:53 PM
KENNEDY KEVIN,Director,2021-12-15,Option Exercise,0.0,350,0,350,Dec 17 07:07 PM
KENNEDY KEVIN,Director,2021-12-15,Sale,167.75,350,"58,712",0,Dec 17 07:07 PM
LAPERCH WILLIAM G,Director,2021-12-02,Sale,166.38,"2,000","332,760","10,808",Dec 06 05:59 PM
RUBERG DAVID C,"EVP, STRATEGIC ADVISOR",2021-11-30,Sale,168.31,"50,000","8,415,500","250,000",Dec 02 07:55 PM
KENNEDY KEVIN,Director,2021-09-15,Option Exercise,0.0,350,0,350,Sep 17 05:35 PM
KENNEDY KEVIN,Director,2021-09-15,Sale,154.15,350,"53,952",0,Sep 17 05:35 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-08,Option Exercise,0.0,"22,324",0,"22,324",Sep 10 07:21 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-08,Sale,168.05,"22,324","3,751,548",0,Sep 10 07:21 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-03,Option Exercise,0.0,"22,195",0,"22,195",Sep 07 07:44 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-03,Sale,168.04,"22,195","3,729,648",0,Sep 07 07:44 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-02,Option Exercise,0.0,"18,280",0,"18,280",Sep 07 07:44 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-02,Sale,168.0,"18,280","3,071,040",0,Sep 07 07:44 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-01,Option Exercise,0.0,"45,068",0,"45,068",Sep 02 07:05 PM
Mills Joshua A.,"EVP, GENERAL COUNSEL",2021-09-01,Option Exercise,0.0,"2,500",0,"6,666",Sep 02 07:09 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-09-01,Sale,164.23,"45,068","7,401,518",0,Sep 02 07:05 PM
RUBERG DAVID C,"EVP, STRATEGIC ADVISOR",2021-09-01,Sale,166.11,"55,212","9,171,265","300,000",Sep 02 07:14 PM
RUBERG DAVID C,"EVP, STRATEGIC ADVISOR",2021-09-01,Sale,166.11,"55,212","9,171,265","300,000",Sep 02 07:12 PM
Mills Joshua A.,"EVP, GENERAL COUNSEL",2021-09-01,Sale,165.0,"2,500","412,500","4,166",Sep 02 07:09 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-08-31,Option Exercise,0.0,"9,885",0,"9,885",Sep 02 07:05 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-08-31,Sale,164.03,"9,885","1,621,437",0,Sep 02 07:05 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-08-20,Option Exercise,0.0,"59,735",0,"59,735",Aug 24 08:03 PM
Stein A William,CHIEF EXECUTIVE OFFICER,2021-08-20,Sale,164.03,"59,735","9,798,332",0,Aug 24 08:03 PM
