Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
OCCIDENTAL PETROLEUM CORP /DE/,10% Owner,2022-07-21,Sale,25.25,"10,000,000","252,500,000","190,281,578",Jul 25 08:45 PM
OCCIDENTAL PETROLEUM CORP /DE/,10% Owner,2022-07-21,Sale,25.25,"10,000,000","252,500,000","190,281,578",Jul 25 08:44 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-16,Buy,59.67,"242,241","14,455,320","181,684,791",Jul 18 05:32 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-15,Buy,58.04,"1,148,281","66,646,072","181,442,550",Jul 18 05:32 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-14,Buy,56.14,"552,378","31,011,882","180,294,269",Jul 18 05:32 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-13,Buy,56.94,"65,199","3,712,470","179,741,891",Jul 13 07:03 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-12,Buy,57.19,"2,454,558","140,366,716","179,676,692",Jul 13 07:03 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-11,Buy,59.27,"1,784,389","105,762,667","177,222,134",Jul 13 07:03 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-06,Buy,57.95,"3,868,242","224,154,396","175,437,745",Jul 07 05:00 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-05,Buy,57.94,"8,174,228","473,623,552","171,569,503",Jul 07 05:00 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-07-01,Buy,59.01,"4,845,546","285,940,198","163,395,275",Jul 01 09:14 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-06-30,Buy,58.62,"2,906,229","170,349,032","158,549,729",Jul 01 09:14 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-06-29,Buy,59.08,"2,135,265","126,160,211","155,643,500",Jul 01 09:14 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-06-23,Buy,55.39,"794,389","44,001,440","153,508,235",Jun 27 06:43 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-06-22,Buy,55.49,"3,878,258","215,222,461","152,713,846",Jun 22 06:21 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-06-17,Buy,55.27,"5,673,196","313,564,496","148,835,588",Jun 22 06:21 PM
Champion Christopher O,"VP, CAO and Controller",2022-06-01,Option Exercise,38.46,"106,594","4,099,110","149,897",Jun 03 05:44 PM
Champion Christopher O,"VP, CAO and Controller",2022-06-01,Sale,70.44,"111,594","7,860,331","38,303",Jun 03 05:44 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-05-12,Buy,57.34,"185,419","10,631,666","143,162,392",May 12 09:33 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-05-10,Buy,57.32,"716,355","41,058,675","142,976,973",May 12 09:33 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-05-03,Buy,57.78,"20,500","1,184,578","142,260,618",May 04 08:27 PM
BERKSHIRE HATHAWAY INC,10% Owner,2022-05-02,Buy,57.1,"5,867,118","335,039,097","142,240,118",May 04 08:27 PM
Hollub Vicki A.,President and CEO,2022-03-28,Buy,56.24,"14,191","798,102","467,282",Mar 30 04:58 PM
POLADIAN AVEDICK BARUYR,Director,2022-03-11,Sale,57.23,"20,000","1,144,600","63,066",Mar 15 06:31 PM
CHAZEN STEPHEN I,Director,2021-08-09,Buy,25.76,"20,000","515,200","289,597",Aug 10 05:57 PM
