Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
HELLMAN PETER S,Director,2022-04-05,Option Exercise,29.52,"4,020","118,670","31,649",Apr 07 04:05 PM
STROUCKEN ALBERT P L,Director,2022-04-05,Option Exercise,29.52,"4,020","118,670","38,147",Apr 07 04:07 PM
STROUCKEN ALBERT P L,Director,2022-04-05,Sale,76.02,"4,020","305,612","34,127",Apr 07 04:07 PM
HELLMAN PETER S,Director,2022-04-05,Sale,76.02,"4,020","305,593","27,629",Apr 07 04:05 PM
FORSYTH JOHN D,Director,2022-04-01,Option Exercise,29.52,"1,005","29,668","28,034",Apr 05 04:57 PM
FORSYTH JOHN D,Director,2022-04-01,Sale,77.68,"1,005","78,068","27,029",Apr 05 04:57 PM
FORSYTH JOHN D,Director,2022-03-01,Option Exercise,29.52,"1,005","29,668","28,034",Mar 03 04:07 PM
FORSYTH JOHN D,Director,2022-03-01,Sale,84.82,"1,005","85,244","27,029",Mar 03 04:07 PM
Stevens Brian,"SVP, CAO and Controller",2022-02-28,Sale,85.5,"2,500","213,757","14,011",Mar 01 04:13 PM
Mason Jeanne K,"SVP, Human Resources",2022-02-14,Option Exercise,30.95,"54,143","1,675,726","175,242",Feb 16 04:05 PM
Mason Jeanne K,"SVP, Human Resources",2022-02-14,Sale,85.02,"54,143","4,603,078","121,099",Feb 16 04:05 PM
Chen Thomas F,Director,2022-02-02,Option Exercise,35.03,"1,680","58,850","14,667",Feb 03 04:05 PM
Chen Thomas F,Director,2022-02-02,Sale,84.53,"1,680","142,010","12,987",Feb 03 04:05 PM
FORSYTH JOHN D,Director,2022-02-01,Option Exercise,29.52,"1,005","29,668","28,034",Feb 03 04:04 PM
FORSYTH JOHN D,Director,2022-02-01,Sale,85.59,"1,005","86,018","27,029",Feb 03 04:04 PM
Kunzler Jacqueline,"SVP, Chief Quality Officer",2022-01-07,Option Exercise,30.95,"2,215","68,554","8,341",Jan 11 04:30 PM
Martin Sean,SVP and General Counsel,2021-11-01,Option Exercise,50.77,"21,450","1,089,016","63,731",Nov 03 04:06 PM
Martin Sean,SVP and General Counsel,2021-11-01,Sale,79.57,"21,450","1,706,706","42,281",Nov 03 04:06 PM
Martin Sean,SVP and General Counsel,2021-08-02,Option Exercise,50.77,"19,800","1,005,246","61,977",Aug 04 04:09 PM
Martin Sean,SVP and General Counsel,2021-08-02,Sale,77.26,"19,800","1,529,748","42,177",Aug 04 04:09 PM
