Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lewis Christopher Anthony,Sr VP - Human Resources,2022-06-19,Option Exercise,0.0,"25,565",0,"25,565",Jun 21 10:34 AM
Gitzel Timothy S.,Director,2022-05-23,Option Exercise,0.0,"7,169",0,"43,593",May 25 05:55 PM
SEIBERT STEVEN M,Director,2022-05-23,Option Exercise,0.0,"4,301",0,"35,054",May 25 05:56 PM
BEEBE CHERYL K,Director,2022-05-23,Option Exercise,0.0,"5,018",0,"28,722",May 25 05:56 PM
Johnson Denise C,Director,2022-05-23,Option Exercise,0.0,"4,301",0,"4,301",May 25 05:55 PM
WESTBROOK KELVIN R,Director,2022-05-23,Option Exercise,0.0,"7,169",0,"24,291",May 25 05:54 PM
Koenig Emery N.,Director,2022-05-23,Option Exercise,0.0,"7,169",0,"50,294",May 25 05:54 PM
EBEL GREGORY L,Director,2022-05-23,Option Exercise,0.0,"12,026",0,"92,094",May 25 05:55 PM
Johnson Denise C,Director,2022-05-16,Sale,65.0,"24,427","1,587,755",0,May 18 08:52 AM
EBEL GREGORY L,Director,2022-05-06,Buy,63.49,"15,600","990,502","80,068",May 09 04:14 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-04-18,Option Exercise,50.43,"7,461","376,258","60,330",Apr 19 04:02 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-04-18,Option Exercise,57.62,"7,284","419,704","62,785",Apr 19 04:02 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-04-18,Sale,76.02,"17,284","1,313,930","45,501",Apr 19 04:02 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-04-18,Sale,78.0,"9,647","752,466","75,000",Apr 19 04:01 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-04-18,Sale,76.02,"14,461","1,099,325","45,869",Apr 19 04:02 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-04-14,Sale,77.0,"10,000","770,000","55,501",Apr 15 09:20 AM
O'Rourke James Calvin,President & CEO,2022-04-12,Option Exercise,57.62,"27,681","1,594,979","162,901",Apr 13 05:19 PM
O'Rourke James Calvin,President & CEO,2022-04-12,Sale,74.97,"27,681","2,075,245","135,220",Apr 13 05:19 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-03-21,Sale,67.0,"10,000","670,010","65,501",Mar 22 04:10 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-03-07,Option Exercise,0.0,"38,219",0,"99,687",Mar 09 04:41 PM
Freeland Clint,SVP & Chief Financial Officer,2022-03-07,Option Exercise,0.0,"47,772",0,"85,152",Mar 09 04:42 PM
Wang Yijun,SVP-Global Strategic Marketing,2022-03-07,Option Exercise,0.0,"7,256",0,"22,171",Mar 09 04:42 PM
Swager Karen A,Senior VP - Supply Chain,2022-03-07,Option Exercise,0.0,"22,294",0,"64,585",Mar 09 04:42 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-03-07,Option Exercise,0.0,"27,072",0,"65,215",Mar 09 04:43 PM
Bodine Bruce M.,Senior VP - North America,2022-03-07,Option Exercise,0.0,"35,034",0,"80,708",Mar 09 04:41 PM
PRATT BENJAMIN JAMES,Sr VP - Gov. & Public Affairs,2022-03-07,Option Exercise,0.0,"6,220",0,"16,165",Mar 09 04:41 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-03-07,Option Exercise,0.0,"35,034",0,"89,288",Mar 09 04:40 PM
O'Rourke James Calvin,President & CEO,2022-03-07,Option Exercise,0.0,"219,760",0,"219,760",Mar 09 04:40 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-03-03,Sale,57.0,"10,000","570,000","54,254",Mar 04 04:19 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-03-02,Option Exercise,29.51,"63,505","1,874,175","124,973",Mar 04 04:19 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-03-02,Sale,55.0,"63,505","3,492,775","61,468",Mar 04 04:19 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-02-08,Option Exercise,29.46,"40,094","1,181,229","58,325",Feb 09 11:32 AM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-02-08,Sale,45.0,"40,094","1,804,230","38,143",Feb 09 11:32 AM
Swager Karen A,Senior VP - Supply Chain,2022-01-01,Option Exercise,0.0,"10,270",0,"46,519",Jan 04 05:26 PM
Vale S.A.,,2021-11-09,Sale,36.84,"34,176,574","1,259,064,986",0,Nov 10 04:15 PM
