Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
LaRossa Ralph A,COO,2022-08-01,Sale,65.76,"1,054","69,311","61,259",Aug 02 03:15 PM
LaRossa Ralph A,COO,2022-07-29,Sale,65.75,"1,054","69,305","62,313",Aug 02 03:15 PM
Chernick Rose M,Vice President and Controller,2022-07-05,Sale,64.45,200,"12,890","30,672",Jul 06 12:23 PM
IZZO RALPH,"Chairman, President and CEO",2022-07-01,Sale,64.15,"9,883","633,963","447,656",Jul 05 01:49 PM
Chernick Rose M,Vice President and Controller,2022-06-06,Sale,68.84,200,"13,768","30,872",Jun 07 03:07 PM
IZZO RALPH,"Chairman, President and CEO",2022-06-01,Sale,68.1,"9,883","673,069","457,539",Jun 03 10:35 AM
Chernick Rose M,Vice President and Controller,2022-05-04,Sale,68.91,200,"13,782","31,029",May 05 02:49 PM
IZZO RALPH,"Chairman, President and CEO",2022-05-02,Sale,68.95,"9,883","681,476","464,270",May 04 09:17 AM
Chernick Rose M,Vice President and Controller,2022-04-04,Sale,70.65,200,"14,130","31,229",Apr 05 10:32 AM
IZZO RALPH,"Chairman, President and CEO",2022-04-01,Sale,70.44,"9,883","696,154","474,153",Apr 05 12:11 PM
Chernick Rose M,Vice President and Controller,2022-03-04,Sale,66.02,200,"13,204","31,429",Mar 07 05:08 PM
LaRossa Ralph A,COO,2022-03-01,Sale,64.47,"4,890","315,235","69,902",Mar 03 02:24 PM
IZZO RALPH,"Chairman, President and CEO",2022-03-01,Sale,64.46,"9,883","637,074","521,792",Mar 03 04:02 PM
Chernick Rose M,Vice President and Controller,2022-02-04,Sale,66.56,200,"13,312","28,355",Feb 07 06:06 PM
IZZO RALPH,"Chairman, President and CEO",2022-02-01,Sale,66.15,"9,883","653,775","415,488",Feb 04 06:00 AM
LaRossa Ralph A,COO,2022-02-01,Sale,66.17,"4,890","323,557","49,176",Feb 04 06:00 AM
Cregg Daniel J,Executive VP & CFO,2022-01-18,Option Exercise,40.34,"7,280","293,664","107,307",Jan 20 06:00 PM
Chernick Rose M,Vice President and Controller,2022-01-04,Sale,66.13,200,"13,226","28,511",Jan 05 12:55 PM
IZZO RALPH,"Chairman, President and CEO",2022-01-03,Sale,65.69,"9,883","649,253","440,990",Jan 05 10:19 AM
LaRossa Ralph A,COO,2022-01-03,Sale,65.97,"4,890","322,583","53,806",Jan 04 08:57 PM
IZZO RALPH,"Chairman, President and CEO",2021-12-01,Sale,63.19,"9,883","624,548","450,873",Dec 03 11:42 AM
LaRossa Ralph A,COO,2021-12-01,Sale,63.14,"4,890","308,750","61,142",Dec 03 11:42 AM
Chernick Rose M,Vice President and Controller,2021-11-17,Sale,62.65,400,"25,060","29,268",Nov 19 10:08 AM
IZZO RALPH,"Chairman, President and CEO",2021-11-01,Sale,64.18,"9,883","634,244","460,756",Nov 03 06:04 PM
LaRossa Ralph A,COO,2021-11-01,Sale,64.17,"4,890","313,784","66,032",Nov 03 06:04 PM
Chernick Rose M,Vice President and Controller,2021-10-18,Sale,61.56,400,"24,624","29,668",Oct 19 03:05 PM
IZZO RALPH,"Chairman, President and CEO",2021-10-01,Sale,60.66,"9,883","599,546","465,917",Oct 05 04:33 PM
LaRossa Ralph A,COO,2021-10-01,Sale,60.83,"4,890","297,458","70,643",Oct 05 03:28 PM
Chernick Rose M,Vice President and Controller,2021-09-17,Sale,62.95,400,"25,180","30,021",Sep 21 10:58 AM
LaRossa Ralph A,COO,2021-09-01,Sale,64.6,"4,890","315,876","75,533",Sep 03 12:38 PM
Chernick Rose M,Vice President and Controller,2021-08-17,Sale,64.71,400,"25,884","30,421",Aug 18 01:12 PM
LaRossa Ralph A,COO,2021-08-02,Sale,62.85,"4,890","307,351","80,423",Aug 04 07:44 AM
Chernick Rose M,Vice President and Controller,2021-07-19,Sale,61.34,400,"24,536","30,821",Jul 21 12:36 PM
