Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
CAFARO DEBRA A,Chairman and CEO,2022-06-01,Option Exercise,55.5,"17,400","965,700","785,360",Jun 03 04:44 PM
CAFARO DEBRA A,Chairman and CEO,2022-06-01,Sale,56.43,"17,400","981,929","767,960",Jun 03 04:44 PM
CAFARO DEBRA A,Chairman and CEO,2022-05-02,Option Exercise,55.5,"17,400","965,700","785,360",May 04 04:32 PM
CAFARO DEBRA A,Chairman and CEO,2022-05-02,Sale,55.72,"17,400","969,584","767,960",May 04 04:32 PM
CAFARO DEBRA A,Chairman and CEO,2022-04-01,Option Exercise,55.5,"17,400","965,700","785,360",Apr 01 05:14 PM
CAFARO DEBRA A,Chairman and CEO,2022-04-01,Sale,62.49,"17,400","1,087,326","767,960",Apr 01 05:14 PM
CAFARO DEBRA A,Chairman and CEO,2022-03-29,Option Exercise,55.5,"69,602","3,862,911","837,562",Mar 31 04:32 PM
CAFARO DEBRA A,Chairman and CEO,2022-03-29,Sale,63.4,"69,602","4,412,976","767,960",Mar 31 04:32 PM
CAFARO DEBRA A,Chairman and CEO,2022-03-02,Option Exercise,55.5,"34,800","1,931,400","802,760",Mar 04 04:31 PM
CAFARO DEBRA A,Chairman and CEO,2022-03-02,Sale,55.97,"34,800","1,947,606","767,960",Mar 04 04:31 PM
GELLERT JAY M,Director,2021-12-30,Option Exercise,46.41,"5,940","275,675","187,469",Dec 30 04:31 PM
LUSTIG MATTHEW J,Director,2021-12-30,Option Exercise,46.41,"5,940","275,675","63,742",Dec 30 04:31 PM
Reed Robert D.,Director,2021-11-12,Option Exercise,46.41,"5,940","275,675","61,547",Nov 16 05:13 PM
Reed Robert D.,Director,2021-11-12,Sale,55.05,"5,940","326,998","55,607",Nov 16 05:13 PM
SHELTON JAMES D,Director,2021-11-10,Option Exercise,46.41,"5,940","275,675","65,020",Nov 12 05:11 PM
SHELTON JAMES D,Director,2021-11-10,Sale,54.2,"5,940","321,945","59,080",Nov 12 05:11 PM
CAFARO DEBRA A,Chairman and CEO,2021-09-01,Option Exercise,46.88,"18,075","847,356","759,351",Sep 03 05:14 PM
CAFARO DEBRA A,Chairman and CEO,2021-09-01,Sale,56.63,"18,075","1,023,551","741,276",Sep 03 05:14 PM
CAFARO DEBRA A,Chairman and CEO,2021-08-02,Option Exercise,46.88,"18,075","847,356","759,351",Aug 04 05:18 PM
CAFARO DEBRA A,Chairman and CEO,2021-08-02,Sale,59.77,"18,075","1,080,411","741,276",Aug 04 05:18 PM
CAFARO DEBRA A,Chairman and CEO,2021-07-01,Option Exercise,46.88,"18,076","847,403","759,352",Jul 06 05:17 PM
CAFARO DEBRA A,Chairman and CEO,2021-07-01,Sale,56.62,"18,076","1,023,418","741,276",Jul 06 05:17 PM
