Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
DANHAKL JOHN G,Director,2021-12-22,Buy,272.93,"10,000","2,729,300","24,344",Dec 23 05:14 PM
CONNAUGHTON JOHN,Director,2021-11-29,Sale,262.6,"555,094","145,767,684","62,390",Dec 01 06:02 PM
Bruehlman Ronald E,See Remarks,2021-10-25,Sale,256.93,4,"1,028","26,224",Feb 17 05:03 PM
Bruehlman Ronald E,See Remarks,2021-09-23,Buy,262.82,4,"1,051","26,228",Feb 17 05:03 PM
Knightly Kevin C,See Remarks,2021-08-16,Sale,250.0,"6,055","1,513,750","2,006",Aug 18 05:00 PM
Bruehlman Ronald E,See Remarks,2021-07-20,Buy,245.32,13,"3,189","20,355",Feb 14 05:06 PM
