Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
McMillon C Douglas,President and CEO,2022-07-28,Sale,127.05,"9,708","1,233,391","1,507,454",Jul 29 05:31 PM
McMillon C Douglas,President and CEO,2022-06-23,Sale,122.13,"9,708","1,185,608","1,517,160",Jun 24 05:29 PM
McMillon C Douglas,President and CEO,2022-05-26,Sale,125.61,"9,708","1,219,384","1,526,864",May 27 05:01 PM
McMillon C Douglas,President and CEO,2022-04-28,Sale,154.41,"9,708","1,499,052","1,536,571",Apr 29 06:56 PM
McMillon C Douglas,President and CEO,2022-03-24,Sale,142.41,"9,708","1,382,476","1,546,274",Mar 25 05:28 PM
McKenna Judith J,Executive Vice President,2022-03-11,Sale,142.66,"15,000","2,139,972","302,116",Mar 15 06:13 PM
WALTON S ROBSON,Director,2022-03-09,Sale,139.7,"128,000","17,881,020","290,193,635",Mar 10 05:34 PM
WALTON ALICE L,10% Owner,2022-03-09,Sale,139.7,"128,000","17,881,020","290,193,635",Mar 10 05:41 PM
WALTON JIM C,10% Owner,2022-03-09,Sale,139.7,"128,000","17,881,020","290,193,635",Mar 10 05:44 PM
WALTON S ROBSON,Director,2022-03-08,Sale,140.13,"50,000","7,006,305","290,321,635",Mar 10 05:34 PM
WALTON ALICE L,10% Owner,2022-03-08,Sale,140.13,"50,000","7,006,305","290,321,635",Mar 10 05:41 PM
WALTON JIM C,10% Owner,2022-03-08,Sale,140.13,"50,000","7,006,305","290,321,635",Mar 10 05:44 PM
Biggs M. Brett,Executive Vice President,2022-03-03,Sale,140.02,"22,133","3,099,151","248,176",Mar 04 05:29 PM
WALTON JIM C,10% Owner,2022-03-02,Sale,136.2,"1,167,433","158,999,891","290,371,635",Mar 04 05:22 PM
WALTON S ROBSON,Director,2022-03-02,Sale,136.2,"1,167,433","158,999,891","290,371,635",Mar 04 05:25 PM
WALTON ALICE L,10% Owner,2022-03-02,Sale,136.2,"1,167,433","158,999,891","290,371,635",Mar 04 05:27 PM
McMillon C Douglas,President and CEO,2022-02-24,Sale,134.78,"9,708","1,308,397","1,427,621",Feb 25 06:01 PM
Biggs M. Brett,Executive Vice President,2022-02-18,Sale,138.81,"15,000","2,082,162","270,309",Feb 23 05:33 PM
Furner John R.,Executive Vice President,2022-02-18,Sale,138.07,"15,100","2,084,794","209,539",Feb 23 05:36 PM
McMillon C Douglas,President and CEO,2022-01-27,Sale,137.07,"9,708","1,330,717","1,501,009",Jan 28 06:21 PM
