Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Mukherjee Sanjoy,"ExecVP, Gen Counsel, Secretary",2022-03-24,Sale,295.0,400,"118,000","43,093",Mar 25 02:56 PM
Losquadro Geraldine,Director,2022-02-28,Sale,298.0,"1,000","298,000","12,103",Mar 01 01:24 PM
GALTNEY WILLIAM F JR,Director,2022-02-18,Sale,305.67,"3,278","1,001,974","37,606",Feb 22 05:21 PM
