Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Carver Samuel M.,SVP - Global Operations,2022-05-03,Sale,59.57,"2,000","119,140","5,144",May 03 04:15 PM
Lauber Charles T,EVP & CFO,2022-05-01,Option Exercise,59.34,"1,900","112,736","30,384",May 02 05:22 PM
Kempken Daniel L,SVP - Strategy & Corp. Dev.,2022-05-01,Option Exercise,59.34,425,"25,217","8,543",May 02 05:20 PM
Larsen Michael M,Director,2022-02-22,Buy,69.87,"3,925","274,240","7,425",Feb 22 05:28 PM
Goodwin Wallace E,"SVP; President, Lochinvar, LLC",2022-02-11,Option Exercise,71.72,"1,670","119,764","18,550",Feb 15 03:11 PM
Wheeler Kevin J.,"Chairman, President and CEO",2022-02-11,Option Exercise,71.72,"17,360","1,244,972","56,184",Feb 15 03:12 PM
Heideman Robert J,"Senior VP, CTO",2022-02-11,Option Exercise,71.72,"3,040","218,014","11,056",Feb 15 03:12 PM
Otchere Benjamin A,Vice President and Controller,2022-02-11,Option Exercise,71.72,335,"24,025",336,Feb 15 03:11 PM
Carver Samuel M.,SVP - Global Operations,2022-02-11,Option Exercise,71.72,990,"70,998","7,386",Feb 15 03:11 PM
STERN JAMES F,"Exec VP, General Counsel & Sec",2022-02-11,Option Exercise,71.72,"4,910","352,121","150,275",Feb 15 03:11 PM
DasGupta Anindadeb Vjaykumar,Senior Vice President,2022-02-11,Option Exercise,71.72,"1,335","95,740","2,377",Feb 15 03:09 PM
Ackerman Patricia K,Senior Vice President,2022-02-11,Option Exercise,71.72,935,"67,054","2,102",Feb 15 03:10 PM
Rajendra Ajita G,Director,2022-02-11,Option Exercise,71.72,"25,295","1,814,031","49,027",Feb 15 03:10 PM
Kempken Daniel L,SVP - Strategy & Corp. Dev.,2022-02-11,Option Exercise,71.72,"1,165","83,548","8,666",Feb 15 03:10 PM
Karge Douglas Samuel,SVP - President NA Water Treat,2022-02-11,Option Exercise,71.72,"1,165","83,548","1,772",Feb 15 03:08 PM
Petrarca Mark A,Senior Vice Pres. - H.R. & P.A,2022-02-11,Option Exercise,71.72,"3,240","232,357","93,219",Feb 15 03:09 PM
Lauber Charles T,EVP & CFO,2022-02-11,Option Exercise,71.72,"2,670","191,479","29,739",Feb 15 03:08 PM
Warren David R,Senior VP & President and GM,2022-02-11,Option Exercise,71.72,"3,740","268,214","9,834",Feb 15 03:08 PM
Rajendra Ajita G,Director,2021-12-08,Option Exercise,61.76,"4,209","259,948","27,941",Dec 08 04:57 PM
Rajendra Ajita G,Director,2021-12-08,Sale,83.29,"4,209","350,574","23,732",Dec 08 04:57 PM
Rajendra Ajita G,Director,2021-12-07,Option Exercise,61.76,"8,110","500,874","31,842",Dec 08 04:57 PM
Rajendra Ajita G,Director,2021-12-07,Sale,83.35,"8,110","675,933","23,732",Dec 08 04:57 PM
Otchere Benjamin A,Vice President and Controller,2021-12-07,Sale,82.89,"1,905","157,886",0,Dec 08 01:58 PM
Rajendra Ajita G,Director,2021-11-23,Option Exercise,61.76,"1,044","64,477","24,776",Nov 26 09:32 AM
Rajendra Ajita G,Director,2021-11-23,Sale,83.29,"1,044","86,958","23,732",Nov 26 09:32 AM
Rajendra Ajita G,Director,2021-11-22,Option Exercise,56.17,"48,752","2,738,614","72,484",Nov 23 05:36 PM
Kempken Daniel L,Vice President,2021-11-22,Option Exercise,17.46,"2,300","40,163","9,801",Nov 23 06:05 PM
Kempken Daniel L,Vice President,2021-11-22,Sale,82.88,"2,300","190,624","7,501",Nov 23 06:05 PM
Rajendra Ajita G,Director,2021-11-22,Sale,83.19,"48,752","4,055,800","23,732",Nov 23 05:36 PM
Rajendra Ajita G,Director,2021-11-17,Option Exercise,50.16,"56,225","2,820,246","68,352",Nov 18 05:19 PM
Rajendra Ajita G,Director,2021-11-17,Sale,82.29,"44,620","3,671,570","23,732",Nov 18 05:19 PM
Carver Samuel M.,SVP - Global Operations,2021-11-15,Option Exercise,23.23,"5,140","119,428","11,536",Nov 15 04:28 PM
Carver Samuel M.,SVP - Global Operations,2021-11-15,Sale,81.33,"5,140","418,026","6,396",Nov 15 04:28 PM
WOLF IDELLE K,Director,2021-11-12,Sale,81.24,"1,157","93,995","47,078",Nov 12 05:10 PM
Heideman Robert J,"Senior VP, CTO",2021-11-08,Option Exercise,49.42,"9,243","456,789","18,609",Nov 09 10:42 AM
Heideman Robert J,"Senior VP, CTO",2021-11-08,Sale,77.49,"9,243","716,256","9,366",Nov 09 10:42 AM
Rajendra Ajita G,Director,2021-11-02,Option Exercise,31.67,"124,010","3,927,397","136,137",Nov 03 05:10 PM
Rajendra Ajita G,Director,2021-11-02,Sale,76.87,"124,010","9,532,264","12,127",Nov 03 05:10 PM
WOLF IDELLE K,Director,2021-11-02,Sale,78.13,"1,500","117,194","48,235",Nov 03 04:28 PM
Rajendra Ajita G,Director,2021-11-01,Option Exercise,30.77,"55,730","1,714,533","67,857",Nov 02 04:04 PM
Rajendra Ajita G,Director,2021-11-01,Sale,74.86,"55,730","4,172,121","12,127",Nov 02 04:04 PM
WOLF IDELLE K,Director,2021-11-01,Sale,74.78,"1,000","74,782","49,735",Nov 01 04:34 PM
BROWN RONALD D,Director,2021-11-01,Sale,74.41,"15,000","1,116,135","8,896",Nov 01 03:37 PM
Wheeler Kevin J.,"Chairman, President and CEO",2021-09-01,Option Exercise,72.06,"3,915","282,115","40,665",Sep 02 04:11 PM
