Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Herron Kevin,President-US Automotive Group,2022-05-31,Option Exercise,99.72,"4,625","461,205","23,770",Jun 02 05:24 PM
Yancey Carol B,EVP Finance and CFO,2022-03-30,Option Exercise,99.72,"10,985","1,095,424","64,132",Apr 01 05:55 PM
HOLDER JOHN R,Director,2021-08-13,Buy,124.93,"2,000","249,860","17,482",Aug 16 10:20 AM
