Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
WILSON THOMAS J,"Chairman, President & CEO",2022-06-03,Sale,132.61,"99,828","13,238,280",0,Jun 06 04:19 PM
WILSON THOMAS J,"Chairman, President & CEO",2022-06-02,Sale,133.39,"142,000","18,940,873","99,828",Jun 06 04:19 PM
SPRIESER JUDITH A,Director,2022-06-01,Option Exercise,0.0,"1,623",0,"1,623",Jun 03 04:30 PM
Mehta Siddharth N,Director,2022-06-01,Option Exercise,0.0,"1,623",0,"3,275",Jun 03 04:20 PM
KEANE MARGARET M,Director,2022-06-01,Option Exercise,0.0,"1,623",0,"8,788",Jun 03 04:31 PM
Sherrill Gregg M,Director,2022-06-01,Option Exercise,0.0,"1,623",0,"4,400",Jun 03 04:29 PM
SPRIESER JUDITH A,Director,2022-06-01,Sale,135.58,"1,623","220,046",0,Jun 03 04:30 PM
WILSON THOMAS J,"Chairman, President & CEO",2022-05-31,Option Exercise,45.61,"363,409","16,575,084","363,409",Jun 03 08:34 AM
Pintozzi John C,"SVP, Controller, and CAO",2022-02-25,Sale,123.87,"3,000","371,613","15,861",Mar 01 04:19 PM
Prindiville Mark Q,EVP & Chief Risk Officer - AIC,2022-02-19,Option Exercise,0.0,387,0,"15,666",Feb 22 04:33 PM
Pintozzi John C,"SVP, Controller, and CAO",2022-02-19,Option Exercise,0.0,282,0,"18,937",Feb 22 04:26 PM
Shapiro Glenn T,PresPersonalProperty-Liability,2022-02-18,Option Exercise,99.03,"45,401","4,496,202","92,224",Feb 23 04:19 PM
Pintozzi John C,"SVP, Controller, and CAO",2022-02-18,Option Exercise,0.0,344,0,"18,748",Feb 22 04:26 PM
Merten Jesse E,"President, Financial Products",2022-02-18,Sale,124.73,"7,450","929,231","11,048",Feb 23 04:22 PM
Shapiro Glenn T,PresPersonalProperty-Liability,2022-02-18,Sale,124.96,"63,801","7,972,322","28,423",Feb 23 04:19 PM
Rizzo Mario,EVP & Chief Financial Officer,2022-02-04,Option Exercise,70.62,"25,648","1,811,289","62,375",Feb 08 04:33 PM
SPRIESER JUDITH A,Director,2022-02-04,Sale,121.25,"1,652","200,305",0,Feb 08 04:34 PM
Rizzo Mario,EVP & Chief Financial Officer,2022-02-04,Sale,122.57,"25,648","3,143,729","36,727",Feb 08 04:33 PM
Ferguson Rhonda S,"EVP, CLO, GC & Secretary",2021-10-05,Option Exercise,0.0,"10,674",0,"10,674",Oct 07 04:38 PM
