Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Mazurek Thomas E.,Chief Supply Chain Officer,2022-05-27,Sale,42.25,"16,338","690,315","11,225",Jun 01 04:37 PM
Arlin Wendy C.,EVP and CFO,2022-04-19,Sale,55.0,"6,000","330,000","98,888",Apr 20 04:24 PM
SCHOTTENSTEIN ROBERT H,Director,2021-11-24,Sale,74.52,"5,375","400,534","26,480",Nov 29 07:26 PM
