Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Reynolds Shelley,Vice President,2022-05-23,Sale,2169.22,173,"375,275","5,989",May 24 04:41 PM
Zapolsky David,Senior Vice President,2022-05-23,Sale,2169.22,418,"906,734","3,537",May 24 04:49 PM
Olsavsky Brian T,Senior Vice President and CFO,2022-05-23,Sale,2169.22,761,"1,650,776","2,375",May 24 04:56 PM
Clark David H,CEO Worldwide Consumer,2022-05-23,Sale,2169.22,"2,270","4,924,129","6,695",May 24 05:04 PM
Clark David H,CEO Worldwide Consumer,2022-05-21,Option Exercise,0.0,"5,404",0,"8,965",May 24 05:04 PM
Olsavsky Brian T,Senior Vice President and CFO,2022-05-21,Option Exercise,0.0,836,0,"3,136",May 24 04:56 PM
Zapolsky David,Senior Vice President,2022-05-21,Option Exercise,0.0,836,0,"3,955",May 24 04:49 PM
Reynolds Shelley,Vice President,2022-05-21,Option Exercise,0.0,173,0,"6,162",May 24 04:41 PM
Jassy Andrew R,President and CEO,2022-05-16,Sale,2262.0,"1,181","2,671,422","92,781",May 17 04:58 PM
Selipsky Adam,CEO Amazon Web Services,2022-05-16,Sale,2262.0,590,"1,334,580","5,028",May 17 04:49 PM
Selipsky Adam,CEO Amazon Web Services,2022-05-15,Option Exercise,0.0,"1,474",0,"5,618",May 17 04:49 PM
NOOYI INDRA K,Director,2022-05-15,Option Exercise,0.0,183,0,"1,199",May 17 04:42 PM
Jassy Andrew R,President and CEO,2022-05-15,Option Exercise,0.0,"3,000",0,"93,962",May 17 04:58 PM
Selipsky Adam,CEO Amazon Web Services,2022-03-31,Sale,3326.6,35,"116,431","4,144",Apr 01 04:45 PM
Selipsky Adam,CEO Amazon Web Services,2022-03-30,Sale,3370.19,34,"114,586","4,179",Apr 01 04:45 PM
Selipsky Adam,CEO Amazon Web Services,2022-03-18,Sale,3200.0,344,"1,100,800","4,213",Mar 22 04:17 PM
Jassy Andrew R,President and CEO,2022-02-22,Sale,3009.57,492,"1,480,708","90,962",Feb 23 04:52 PM
Clark David H,CEO Worldwide Consumer,2022-02-22,Sale,3009.57,137,"412,311","3,561",Feb 23 04:40 PM
Clark David H,CEO Worldwide Consumer,2022-02-21,Option Exercise,0.0,190,0,"3,698",Feb 23 04:40 PM
Jassy Andrew R,President and CEO,2022-02-21,Option Exercise,0.0,"1,250",0,"91,454",Feb 23 04:52 PM
Zapolsky David,Senior Vice President,2022-02-16,Sale,3115.81,139,"433,098","3,222",Feb 17 05:15 PM
Reynolds Shelley,Vice President,2022-02-15,Option Exercise,0.0,222,0,"6,211",Feb 17 05:01 PM
WEEKS WENDELL P,Director,2022-02-15,Option Exercise,0.0,190,0,"1,935",Feb 17 04:51 PM
GORELICK JAMIE S,Director,2022-02-15,Option Exercise,0.0,98,0,"2,352",Feb 17 04:45 PM
Olsavsky Brian T,Senior Vice President and CFO,2022-02-15,Option Exercise,0.0,"1,060",0,"3,210",Feb 17 05:08 PM
Zapolsky David,Senior Vice President,2022-02-15,Option Exercise,0.0,"1,060",0,"4,421",Feb 17 05:15 PM
Clark David H,CEO Worldwide Consumer,2022-02-15,Option Exercise,0.0,"1,426",0,"4,535",Feb 17 05:23 PM
Jassy Andrew R,President and CEO,2022-02-15,Option Exercise,0.0,"2,154",0,"91,052",Feb 17 05:29 PM
Selipsky Adam,CEO Amazon Web Services,2022-02-15,Sale,3150.92,679,"2,139,475","4,557",Feb 17 05:45 PM
Jassy Andrew R,President and CEO,2022-02-15,Sale,3150.92,848,"2,671,980","90,204",Feb 17 05:29 PM
Clark David H,CEO Worldwide Consumer,2022-02-15,Sale,3150.92,"1,027","3,235,995","3,508",Feb 17 05:23 PM
Zapolsky David,Senior Vice President,2022-02-15,Sale,3150.92,"1,060","3,339,975","3,361",Feb 17 05:15 PM
Olsavsky Brian T,Senior Vice President and CFO,2022-02-15,Sale,3150.92,910,"2,867,337","2,300",Feb 17 05:08 PM
Reynolds Shelley,Vice President,2022-02-15,Sale,3150.92,222,"699,504","5,989",Feb 17 05:01 PM
Selipsky Adam,CEO Amazon Web Services,2022-01-06,Sale,3270.0,35,"114,450","3,540",Jan 07 04:24 PM
Selipsky Adam,CEO Amazon Web Services,2022-01-05,Sale,3337.66,34,"113,480","3,575",Jan 07 04:24 PM
Selipsky Adam,CEO Amazon Web Services,2021-12-21,Sale,3357.01,35,"117,495","3,609",Dec 22 05:15 PM
Selipsky Adam,CEO Amazon Web Services,2021-12-20,Sale,3337.0,34,"113,458","3,644",Dec 22 05:15 PM
Selipsky Adam,CEO Amazon Web Services,2021-12-03,Sale,3455.0,35,"120,925","3,678",Dec 06 04:51 PM
