Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lawrence Sandra AJ,Director,2022-06-03,Sale,70.01,400,"28,003",480,Jun 03 04:28 PM
Lawrence Sandra AJ,Director,2022-06-02,Sale,69.98,400,"27,992",880,Jun 03 04:28 PM
Lawrence Sandra AJ,Director,2022-05-26,Sale,69.79,400,"27,917","1,280",May 27 05:10 PM
Lawrence Sandra AJ,Director,2022-05-25,Sale,69.48,500,"34,742","1,680",May 25 04:35 PM
Lawrence Sandra AJ,Director,2022-05-23,Sale,68.22,500,"34,112","2,180",May 25 04:35 PM
Lawrence Sandra AJ,Director,2022-05-18,Sale,67.18,657,"44,137","2,680",May 20 04:16 PM
KING CHARLES L,SVP & CHIEF TECHNOLOGY OFFICER,2022-03-10,Sale,63.26,"1,200","75,915","9,727",Mar 10 06:30 PM
KING CHARLES L,SVP & CHIEF TECHNOLOGY OFFICER,2022-03-01,Option Exercise,0.0,"1,130",0,"11,258",Mar 03 05:49 PM
Humphrey Heather A,"SVP - GEN COUNSEL, CORP SEC",2022-03-01,Option Exercise,0.0,"3,029",0,"61,758",Mar 03 05:43 PM
GREENWOOD GREG A,EVP & CHIEF STRATEGY OFFICER,2022-03-01,Option Exercise,0.0,"3,754",0,"40,483",Mar 03 05:38 PM
Caisley Charles A.,SVP - PA & CHIEF CO,2022-03-01,Option Exercise,0.0,"1,298",0,"26,031",Mar 03 05:30 PM
BUSSER STEVEN P,VP & CHIEF ACCOUNTING OFFICER,2022-03-01,Option Exercise,0.0,"1,058",0,"17,181",Mar 03 05:24 PM
Bryant Kevin E.,EVP - CHIEF OPERATING OFFICER,2022-03-01,Option Exercise,0.0,"3,754",0,"46,953",Mar 03 05:17 PM
Andrews Kirkland B,EVP - Chief Financial Officer,2022-02-22,Option Exercise,0.0,"16,692",0,"38,783",Feb 23 06:01 PM
WILDER C JOHN,Director,2021-12-17,Buy,67.55,"6,290","424,905","2,657,473",Dec 17 05:30 PM
WILDER C JOHN,Director,2021-12-16,Buy,68.13,"6,745","459,560","2,651,183",Dec 17 05:30 PM
WILDER C JOHN,Director,2021-12-15,Buy,67.64,"6,775","458,286","2,644,438",Dec 17 05:30 PM
WILDER C JOHN,Director,2021-12-14,Buy,67.41,"6,806","458,823","2,637,663",Dec 14 06:07 PM
WILDER C JOHN,Director,2021-12-13,Buy,67.62,"6,806","460,192","2,630,857",Dec 14 06:07 PM
WILDER C JOHN,Director,2021-12-10,Buy,66.96,"7,000","468,744","2,624,051",Dec 14 06:07 PM
WILDER C JOHN,Director,2021-12-09,Buy,66.59,"6,755","449,783","2,617,051",Dec 09 05:16 PM
WILDER C JOHN,Director,2021-12-08,Buy,66.95,"6,775","453,612","2,610,296",Dec 09 05:16 PM
WILDER C JOHN,Director,2021-12-07,Buy,66.73,"6,806","454,156","2,603,521",Dec 07 05:28 PM
WILDER C JOHN,Director,2021-12-06,Buy,66.69,"6,903","460,340","2,596,715",Dec 07 05:28 PM
WILDER C JOHN,Director,2021-12-03,Buy,64.53,"7,168","462,560","2,589,812",Dec 07 05:28 PM
WILDER C JOHN,Director,2021-12-02,Buy,64.03,"7,219","462,265","2,582,644",Dec 02 05:34 PM
WILDER C JOHN,Director,2021-12-01,Buy,64.05,"7,146","457,718","2,575,425",Dec 02 05:34 PM
WILDER C JOHN,Director,2021-11-30,Buy,64.22,"7,049","452,677","2,568,279",Dec 02 05:34 PM
WILDER C JOHN,Director,2021-11-29,Buy,65.1,"7,058","459,447","2,561,230",Nov 29 04:58 PM
WILDER C JOHN,Director,2021-11-26,Buy,64.82,"7,058","457,521","2,554,172",Nov 29 04:58 PM
WILDER C JOHN,Director,2021-11-24,Buy,65.66,"6,929","454,942","2,547,114",Nov 29 04:58 PM
