Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Anthony John Tyler,CEO of Pepco Holdings LLC,2022-05-18,Sale,47.49,"4,451","211,378",0,May 20 12:31 PM
Souza Fabian,SVP & Corporate Controller,2022-04-01,Sale,47.61,"21,400","1,018,854","2,337",Apr 05 04:04 PM
Khouzami Carim V,CEO BGE,2022-03-24,Sale,44.35,"3,962","175,715",0,Mar 25 04:02 PM
BOWERS WILLIAM P,Director,2022-03-22,Buy,43.56,"4,500","196,020","4,500",Mar 23 12:41 PM
BUTLER CALVIN JR,Sr EVP & Chf Operating Officer,2022-01-31,Sale,57.61,"26,708","1,538,764","45,176",Feb 01 02:24 PM
Dominguez Joseph,"CEO, Exelon Generation",2021-11-24,Option Exercise,39.81,"16,000","636,960","36,821",Nov 26 01:00 PM
Dominguez Joseph,"CEO, Exelon Generation",2021-11-24,Sale,54.39,"16,000","870,240","20,821",Nov 26 01:00 PM
Crane Christopher M.,President & CEO,2021-11-19,Option Exercise,39.21,"285,000","11,174,850","774,323",Nov 22 06:26 PM
Nigro Joseph,Sr. EVP & Chief Fin. Officer,2021-11-19,Option Exercise,39.81,"13,000","517,530","85,752",Nov 22 06:27 PM
Nigro Joseph,Sr. EVP & Chief Fin. Officer,2021-11-19,Sale,53.49,"13,000","695,370","72,752",Nov 22 06:27 PM
Crane Christopher M.,President & CEO,2021-11-19,Sale,53.49,"285,000","15,244,650","489,323",Nov 22 06:26 PM
