Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
GLASS DENNIS R,Director,2022-05-31,Sale,58.13,"50,000","2,906,500","558,622",Jun 01 04:21 PM
Kennedy John Christopher,"EVP, President LFD",2021-11-11,Option Exercise,54.33,"10,922","593,376","23,646",Nov 12 04:16 PM
Kennedy John Christopher,"EVP, President LFD",2021-11-11,Sale,73.52,"10,922","802,985","12,724",Nov 12 04:16 PM
Freitag Randal J,EVP & CFO,2021-11-08,Option Exercise,29.54,"61,430","1,814,642","266,912",Nov 09 04:17 PM
Freitag Randal J,EVP & CFO,2021-11-08,Sale,73.05,"61,430","4,487,462","205,482",Nov 09 04:17 PM
GLASS DENNIS R,President & CEO,2021-10-20,Sale,75.08,"150,000","11,262,000","640,883",Oct 22 04:22 PM
GLASS DENNIS R,President & CEO,2021-09-27,Sale,72.05,"150,000","10,807,500","790,883",Sep 28 04:15 PM
Solon Kenneth S.,EVP & Chief Information Ofc.,2021-08-06,Option Exercise,51.01,"14,000","714,138","69,819",Aug 10 04:26 PM
Solon Kenneth S.,EVP & Chief Information Ofc.,2021-08-06,Sale,67.47,"18,890","1,274,508","50,929",Aug 10 04:26 PM
