Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
COHEN GLENN GARY,"Exec VP, CFO & Treasurer",2022-05-03,Sale,25.07,"10,000","250,700","486,240",May 03 05:48 PM
LOURENSO FRANK,Director,2022-02-22,Sale,23.45,"8,188","192,019","213,834",Feb 24 05:09 PM
COVIELLO PHILIP E JR,Director,2022-02-11,Option Exercise,18.78,"5,500","103,290","83,797",Feb 14 05:16 PM
LOURENSO FRANK,Director,2021-12-21,Option Exercise,18.78,"5,500","103,290","220,312",Dec 22 05:02 PM
LOURENSO FRANK,Director,2021-12-21,Sale,23.39,"5,500","128,628","214,812",Dec 22 05:02 PM
WESTBROOK PAUL,"VP, Chief Accounting Officer",2021-11-19,Option Exercise,18.78,"4,000","75,120","75,613",Nov 22 04:43 PM
WESTBROOK PAUL,"VP, Chief Accounting Officer",2021-11-19,Sale,23.81,"4,000","95,248","71,613",Nov 22 04:43 PM
SALTZMAN RICHARD B,Director,2021-11-12,Option Exercise,18.78,"5,500","103,290","100,485",Nov 15 05:01 PM
SALTZMAN RICHARD B,Director,2021-11-12,Sale,23.6,"5,500","129,810","94,985",Nov 15 05:01 PM
