Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
HUBBARD TODD R,VICE PRESIDENT,2022-07-29,Option Exercise,62.46,"2,000","124,920","4,119",Aug 01 05:02 PM
HUBBARD TODD R,VICE PRESIDENT,2022-07-29,Sale,91.50,"2,000","183,000","2,119",Aug 01 05:02 PM
DOZIER C MICHAEL,SENIOR VICE PRESIDENT,2022-03-01,Option Exercise,0.0,"1,300",0,"10,048",Mar 03 05:13 PM
BARKLEY MICHAEL T,SR. VICE PRESIDENT/CONTROLLER,2022-03-01,Option Exercise,0.0,"1,300",0,"31,216",Mar 03 05:13 PM
SIVER DARRIN C,SENIOR VICE PRESIDENT,2022-03-01,Option Exercise,0.0,"1,300",0,"30,740",Mar 03 05:14 PM
LeVier Jack K.,Vice President,2022-03-01,Option Exercise,0.0,772,0,"22,913",Mar 03 05:14 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-03-01,Option Exercise,0.0,"3,249",0,"54,525",Mar 03 05:13 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-03-01,Option Exercise,0.0,"9,475",0,"61,270",Mar 03 05:13 PM
HUBBARD TODD R,VICE PRESIDENT,2022-03-01,Option Exercise,0.0,772,0,"2,307",Mar 03 05:13 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-02-02,Option Exercise,66.81,"14,327","957,164","65,603",Feb 02 06:43 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-02-02,Sale,95.62,"14,327","1,369,941","51,276",Feb 02 06:43 PM
LeVier Jack K.,Vice President,2022-02-01,Option Exercise,59.15,"8,620","509,873","30,761",Feb 01 07:55 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-02-01,Option Exercise,55.5,"24,872","1,380,364","70,545",Feb 01 07:55 PM
LeVier Jack K.,Vice President,2022-02-01,Sale,94.0,"8,620","810,280","22,141",Feb 01 07:55 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-02-01,Sale,94.62,"18,750","1,774,119","51,795",Feb 01 07:55 PM
CARNWATH ALISON J,Director,2022-01-28,Sale,92.13,"29,233","2,693,336",0,Jan 28 03:59 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-01-01,Option Exercise,0.0,"2,446",0,"50,136",Jan 04 06:27 PM
DOZIER C MICHAEL,SENIOR VICE PRESIDENT,2022-01-01,Option Exercise,0.0,"2,952",0,"9,546",Jan 04 06:27 PM
HUBBARD TODD R,VICE PRESIDENT,2022-01-01,Option Exercise,0.0,"1,395",0,"2,137",Jan 04 06:27 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-01-01,Option Exercise,0.0,"9,889",0,"53,750",Jan 04 06:15 PM
BARKLEY MICHAEL T,SR. VICE PRESIDENT/CONTROLLER,2022-01-01,Option Exercise,0.0,"3,492",0,"30,845",Jan 04 06:15 PM
SIVER DARRIN C,SENIOR VICE PRESIDENT,2022-01-01,Option Exercise,0.0,"3,648",0,"30,406",Jan 04 06:15 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2021-11-05,Option Exercise,67.63,"14,572","985,504","58,433",Nov 08 11:18 AM
SCHIPPERS HARRIE,PRESIDENT & CFO,2021-11-05,Sale,90.17,"14,572","1,313,886","43,861",Nov 08 11:18 AM
PIGOTT MARK C,Executive Chairman,2021-11-03,Option Exercise,43.24,"134,084","5,797,792","3,155,021",Nov 04 12:55 PM
HUBBARD TODD R,VICE PRESIDENT,2021-10-29,Sale,90.06,526,"47,373",742,Nov 01 07:40 PM
