Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
HOLSTEN JOSEPH M,Director,2022-07-29,Sale,54.58,"70,000","3,820,418","136,901",Aug 01 06:00 PM
"ValueAct Holdings, L.P.",Director,2022-05-17,Sale,50.35,"5,000,000","251,750,000","12,552,751",May 19 04:41 PM
Berard Patrick,Director,2022-05-10,Sale,49.72,702,"34,904","11,806",May 12 07:51 PM
Hanser Robert M.,Director,2022-05-10,Sale,49.72,702,"34,904","19,673",May 12 07:50 PM
Urbain Xavier,Director,2022-05-10,Sale,49.72,702,"34,904","10,845",May 12 07:50 PM
Divitto Meg,Director,2021-09-08,Sale,50.75,"1,800","91,350","11,796",Sep 09 01:00 PM
