Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Spytek Eryk J,"SVP, GEN COUNSEL",2022-07-07,Sale,75.00,"3,867","290,025","37,955",Jul 11 05:53 PM
Scheufler Gerardo,"SVP, CHIEF SUPPLY CHAIN OFF",2022-01-12,Sale,69.35,"3,768","261,319","20,119",Jan 13 05:56 PM
Hatto John C,SENIOR VICE PRESIDENT,2022-01-06,Sale,70.0,500,"35,000","13,907",Jan 07 05:08 PM
Miller Sharon L.,SENIOR VICE PRESIDENT,2022-01-06,Sale,70.0,"12,424","869,680","49,454",Jan 07 05:06 PM
NIBLOCK ROBERT A,Director,2021-10-20,Buy,56.4,"2,500","141,000","11,590",Oct 21 04:09 PM
Bensen Peter J,Director,2021-10-11,Buy,55.75,"5,000","278,740","11,952",Oct 12 04:41 PM
Werner Thomas P.,President and CEO,2021-08-02,Option Exercise,26.02,"69,382","1,805,341","249,960",Aug 03 04:24 PM
Werner Thomas P.,President and CEO,2021-08-02,Sale,67.16,"69,382","4,659,945","186,499",Aug 03 04:24 PM
JURGENSEN WILLIAM G,Director,2021-07-29,Buy,68.65,"2,151","147,666","151,597",Aug 02 09:15 AM
