Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
ROBERTS JANICE M,Director,2021-12-15,Sale,584.64,"1,802","1,053,521","6,132",Dec 17 03:37 PM
Modruson Frank Blaise,Director,2021-12-13,Sale,605.44,"2,000","1,210,880","11,309",Dec 14 12:23 PM
Williams Stephen Edgar,Chief Global Ops & Services,2021-12-07,Sale,605.08,910,"550,623","1,919",Dec 07 04:08 PM
Cho Michael,Chief Strategy Officer,2021-12-02,Sale,588.01,802,"471,584","1,700",Dec 06 11:17 AM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-11-19,Sale,603.59,"4,000","2,414,360","139,432",Nov 19 04:19 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-11-18,Sale,603.87,"10,000","6,038,700","143,432",Nov 19 04:19 PM
SMITH MICHAEL A,Director,2021-11-18,Sale,604.39,"2,000","1,208,780","7,644",Nov 19 04:23 PM
SMITH MICHAEL A,Director,2021-11-17,Sale,607.0,"1,500","910,500","9,644",Nov 19 04:23 PM
Williams Stephen Edgar,Chief Global Ops & Services,2021-11-10,Sale,591.84,76,"44,980","3,310",Nov 12 04:25 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-11-09,Option Exercise,98.16,"24,804","2,434,869","161,127",Nov 12 04:19 PM
KEYSER RICHARD L,Director,2021-09-08,Sale,579.28,"5,000","2,896,400","16,455",Sep 09 04:11 PM
KEYSER RICHARD L,Director,2021-09-07,Sale,584.23,"4,000","2,336,920","21,455",Sep 09 04:11 PM
Modruson Frank Blaise,Director,2021-08-31,Sale,585.77,"1,688","988,780","13,309",Sep 01 04:11 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-31,Sale,587.04,"8,500","4,989,840","139,617",Sep 01 04:18 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-30,Sale,590.04,"6,500","3,835,260","148,117",Sep 01 04:18 PM
MANIRE ROSS W,Director,2021-08-30,Sale,587.74,"5,000","2,938,700","12,757",Sep 01 04:14 PM
Modruson Frank Blaise,Director,2021-08-30,Sale,590.03,412,"243,092","14,997",Sep 01 04:11 PM
Burns Bill,Chief Product & Solutions,2021-08-23,Sale,579.15,"2,000","1,158,300","5,267",Aug 23 05:25 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-20,Option Exercise,222.87,503,"112,102","4,730",Aug 23 05:23 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-20,Sale,571.14,279,"159,348","4,351",Aug 23 05:23 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-10,Sale,565.62,"13,867","7,843,453","154,617",Aug 11 04:11 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-09,Sale,565.17,"6,528","3,689,430","168,484",Aug 11 04:11 PM
Winters Nathan Andrew,Chief Financial Officer,2021-08-06,Option Exercise,149.57,405,"60,576","3,284",Aug 09 04:23 PM
Winters Nathan Andrew,Chief Financial Officer,2021-08-06,Sale,562.0,673,"378,226","2,431",Aug 09 04:23 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-05,Option Exercise,117.37,"1,132","132,860","5,164",Aug 09 04:20 PM
Cho Michael,Chief Strategy Officer,2021-08-05,Option Exercise,150.88,"1,445","218,027","2,594",Aug 09 04:18 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-05,Sale,565.6,629,"355,762","4,351",Aug 09 04:20 PM
Burns Bill,Chief Product & Solutions,2021-08-05,Sale,567.26,"2,892","1,640,516","7,267",Aug 09 04:15 PM
