Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
MM Asset Management Holding LL,10% Owner,2022-06-14,Buy,16.21,"827,590","13,412,668","81,332,319",Jun 15 05:30 PM
MM Asset Management Holding LL,10% Owner,2022-06-13,Buy,16.08,"827,590","13,306,240","80,504,729",Jun 15 05:30 PM
Kessler Denis,Director,2022-05-15,Option Exercise,0.0,"5,807",0,"81,940",May 17 04:47 PM
Vacheron Terry,Chief Accounting Officer,2022-05-10,Buy,17.4,"4,000","69,600","10,696",May 11 04:02 PM
Kessler Denis,Director,2022-04-29,Option Exercise,0.0,"1,311",0,"76,133",Apr 29 04:32 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-04-04,Buy,23.46,"250,062","5,866,630","55,745,000",Apr 04 05:34 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-04-01,Buy,23.13,"1,474,538","34,112,699","55,494,938",Apr 04 05:34 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-31,Buy,23.07,"2,000,000","46,145,600","54,020,400",Apr 04 05:34 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-30,Buy,23.36,"1,500,000","35,036,550","52,020,400",Mar 30 05:46 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-29,Buy,23.2,"1,273,501","29,540,129","50,520,400",Mar 30 05:46 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-28,Buy,22.15,"756,419","16,754,227","49,246,899",Mar 30 05:46 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-25,Buy,22.01,"720,080","15,846,441","48,490,480",Mar 25 09:13 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-24,Buy,21.77,"682,437","14,856,176","47,770,400",Mar 25 09:13 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-23,Buy,21.52,"1,026,508","22,085,320","47,087,963",Mar 25 09:13 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2022-03-08,Buy,19.49,"1,378,433","26,862,259","4,114,098",Mar 08 08:01 PM
McGreevey Gregory,Senior Managing Director,2022-03-08,Sale,19.6,"200,000","3,920,000","260,403",Mar 10 06:09 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2022-03-07,Buy,18.65,"1,378,433","25,702,537","2,735,665",Mar 08 08:01 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2022-03-04,Buy,19.01,"1,349,650","25,652,528","1,357,232",Mar 08 08:01 PM
FLANAGAN MARTIN L,President & CEO,2022-03-01,Sale,19.51,"189,708","3,701,203","487,825",Mar 02 05:14 PM
Lo Andrew Tak Shing,Senior Managing Director,2022-02-28,Option Exercise,0.0,"119,772",0,"345,377",Mar 02 05:34 PM
Kessler Denis,Director,2022-01-27,Option Exercise,0.0,"1,744",0,"74,822",Jan 31 04:58 PM
Meadows Colin,Senior Managing Director,2021-11-04,Sale,25.84,"47,210","1,219,906","135,937",Nov 08 04:23 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2021-11-01,Buy,26.15,"7,582","198,269","7,582",Mar 08 08:01 PM
Kessler Denis,Director,2021-10-28,Option Exercise,25.49,"2,719","69,307","73,078",Oct 29 05:10 PM
Lo Andrew Tak Shing,Senior Managing Director,2021-09-13,Sale,24.91,"150,000","3,736,500","225,605",Sep 14 04:18 PM
Schlossberg Andrew,Senior Managing Director,2021-08-31,Option Exercise,0.0,"46,118",0,"262,042",Sep 01 04:53 PM
Sharp Douglas J,Senior Managing Director,2021-08-31,Option Exercise,0.0,"15,104",0,"32,572",Sep 01 04:50 PM
Kessler Denis,Director,2021-07-29,Option Exercise,24.35,"3,419","83,253","70,359",Aug 02 06:43 PM
