Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
SCACCETTI JANE,Director,2022-02-17,Buy,49.7,"1,975","98,167","50,569",Feb 17 07:30 PM
Snowden Jay A,President and CEO,2021-10-04,Option Exercise,13.19,"148,387","1,957,225","619,901",Oct 06 04:12 PM
Snowden Jay A,President and CEO,2021-10-04,Sale,77.23,"148,387","11,460,568","530,496",Oct 06 04:12 PM
George Todd,"EVP, Operations",2021-09-22,Option Exercise,70.15,"7,135","500,520","44,171",Sep 24 04:36 PM
Snowden Jay A,President and CEO,2021-09-13,Option Exercise,13.19,"14,900","196,531","545,396",Sep 15 04:43 PM
Snowden Jay A,President and CEO,2021-09-13,Sale,80.46,"14,900","1,198,854","530,496",Sep 15 04:43 PM
