Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
ZERZA ARMIN,Chief Financial Officer,2022-06-01,Sale,77.54,"3,295","255,495","196,291",Jun 03 04:14 PM
MORGADO ROBERT J,Director,2022-05-11,Option Exercise,14.38,"44,000","632,698","125,269",May 12 04:17 PM
YANG JESSE,Chief Accounting Officer,2022-05-05,Sale,78.68,"10,812","850,639","62,272",May 09 05:32 PM
YANG JESSE,Chief Accounting Officer,2022-03-15,Sale,79.54,"2,072","164,798","77,348",Mar 17 07:04 PM
Alegre Daniel,President and COO,2022-03-14,Sale,79.66,"14,563","1,160,089","345,588",Mar 16 07:08 PM
Hartong Hendrik III,Director,2022-01-18,Sale,81.79,74,"6,052",221,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-12-21,Buy,63.01,19,"1,197",295,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-12-16,Buy,61.28,74,"4,535",276,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-12-14,Buy,59.41,19,"1,129",202,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-12-13,Buy,58.7,55,"3,228",183,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-11-30,Buy,59.16,63,"3,727",128,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-11-23,Buy,61.88,65,"4,022",65,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-30,Sale,77.66,58,"4,504",0,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-28,Sale,76.03,69,"5,246",58,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-24,Sale,75.01,78,"5,851",127,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-23,Sale,74.91,77,"5,768",205,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-21,Buy,74.42,25,"1,860",282,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-14,Buy,78.27,6,470,257,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-13,Buy,78.46,47,"3,688",251,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-09,Buy,78.1,44,"3,436",204,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-09-07,Buy,78.63,62,"4,875",160,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-08-31,Buy,82.75,54,"4,468",98,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-08-30,Buy,80.75,6,484,44,Mar 23 03:58 PM
Hartong Hendrik III,Director,2021-08-27,Buy,82.39,38,"3,131",38,Mar 23 03:58 PM
NOLAN PETER J,Director,2021-08-09,Buy,81.93,"3,950","323,608","101,507",Aug 11 07:01 PM
NOLAN PETER J,Director,2021-08-06,Buy,81.58,"8,300","677,148","97,557",Aug 09 07:03 PM
NOLAN PETER J,Director,2021-08-05,Buy,80.24,"12,465","1,000,172","89,257",Aug 09 07:03 PM
