Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Martin Melvin John,"President, SRG",2022-07-29,Option Exercise,0.00,"1,332",0,"15,579",Aug 01 01:12 PM
LEE EUGENE I JR,Executive Chairman,2022-07-29,Option Exercise,0.00,"36,651",0,"278,346",Aug 01 01:11 PM
Martin Melvin John,"President, SRG",2022-07-25,Option Exercise,0.0,"1,825",0,"14,967",Jul 27 04:57 PM
Milanes Douglas J.,"SVP, Chief Supply Chain Ofcr",2022-07-25,Option Exercise,0.0,"1,521",0,"5,601",Jul 27 04:57 PM
Renninger Richard L.,"SVP, Chief Development Officer",2022-07-25,Option Exercise,0.0,"1,369",0,"22,662",Jul 27 04:57 PM
Vennam Rajesh,"SVP, CFO and Treasurer",2022-07-25,Option Exercise,0.0,608,0,"4,295",Jul 27 04:57 PM
Connelly Susan M.,"SVP, Chief Comm & PA Officer",2022-07-25,Option Exercise,0.0,912,0,"7,848",Jul 27 04:55 PM
Kiernan Daniel J.,"President, Olive Garden",2022-07-25,Option Exercise,0.0,78,0,78,Jul 27 04:55 PM
Kiernan Daniel J.,"President, Olive Garden",2022-07-25,Option Exercise,0.0,"2,129",0,"16,850",Jul 27 04:55 PM
King Sarah H.,"SVP, Chief People Officer",2022-07-25,Option Exercise,0.0,"1,672",0,"8,373",Jul 27 04:55 PM
LEE EUGENE I JR,Executive Chairman,2022-07-25,Option Exercise,0.0,"15,211",0,"247,682",Jul 27 04:55 PM
Madonna John W.,"SVP, Corporate Controller",2022-07-25,Option Exercise,0.0,912,0,"6,101",Jul 27 04:55 PM
Cardenas Ricardo,President and CEO,2022-07-25,Option Exercise,0.0,"3,955",0,"49,655",Jul 27 04:55 PM
Broad Matthew R,SVP General Counsel,2022-07-25,Option Exercise,0.0,"1,977",0,"17,532",Jul 27 04:54 PM
Burrowes Todd,"President, LongHorn Steakhouse",2022-07-25,Option Exercise,0.0,"3,042",0,"43,763",Jul 27 04:54 PM
Martin Melvin John,"President, SRG",2022-07-24,Option Exercise,0.0,"2,636",0,"14,180",Jul 26 04:37 PM
Milanes Douglas J.,"SVP, Chief Supply Chain Ofcr",2022-07-24,Option Exercise,0.0,"1,977",0,"4,562",Jul 26 04:37 PM
Renninger Richard L.,"SVP, Chief Development Officer",2022-07-24,Option Exercise,0.0,"1,812",0,"21,735",Jul 26 04:37 PM
Vennam Rajesh,"SVP, CFO and Treasurer",2022-07-24,Option Exercise,0.0,824,0,"3,888",Jul 26 04:37 PM
Kiernan Daniel J.,"President, Olive Garden",2022-07-24,Option Exercise,0.0,63,0,63,Jul 26 04:36 PM
Kiernan Daniel J.,"President, Olive Garden",2022-07-24,Option Exercise,0.0,"2,966",0,"15,444",Jul 26 04:36 PM
King Sarah H.,"SVP, Chief People Officer",2022-07-24,Option Exercise,0.0,"2,141",0,"7,224",Jul 26 04:36 PM
LEE EUGENE I JR,Executive Chairman,2022-07-24,Option Exercise,0.0,"16,475",0,"238,955",Jul 26 04:36 PM
Madonna John W.,"SVP, Corporate Controller",2022-07-24,Option Exercise,0.0,"1,153",0,"5,470",Jul 26 04:37 PM
Burrowes Todd,"President, LongHorn Steakhouse",2022-07-24,Option Exercise,0.0,"3,295",0,"41,825",Jul 26 04:35 PM
Cardenas Ricardo,President and CEO,2022-07-24,Option Exercise,0.0,"4,942",0,"47,645",Jul 26 04:35 PM
Connelly Susan M.,"SVP, Chief Comm & PA Officer",2022-07-24,Option Exercise,0.0,"1,317",0,"7,258",Jul 26 04:35 PM
Broad Matthew R,SVP General Counsel,2022-07-24,Option Exercise,0.0,"2,636",0,"16,198",Jul 26 04:34 PM
MENSAH NANA,Director,2022-07-15,Sale,117.03,567,"66,355",10,Jul 19 11:26 AM
WILMOTT TIMOTHY J,Director,2022-06-28,Buy,120.0,"10,000","1,200,000","27,094",Jun 30 02:26 PM
CHUGG JULIANA L,Director,2022-03-28,Buy,129.01,"1,925","248,354","1,925",Mar 30 11:37 AM
LEE EUGENE I JR,Chairman and CEO,2022-01-05,Option Exercise,85.83,"76,725","6,585,307","299,205",Jan 07 11:22 AM
LEE EUGENE I JR,Chairman and CEO,2022-01-05,Sale,152.38,"76,725","11,691,397","222,480",Jan 07 11:22 AM
ATKINS M SHAN,Director,2021-12-28,Option Exercise,49.51,"3,123","154,620","5,837",Dec 29 11:25 AM
ATKINS M SHAN,Director,2021-12-28,Sale,151.11,"3,123","471,917","2,714",Dec 29 11:25 AM
Madonna John W.,"SVP, Corporate Controller",2021-10-04,Option Exercise,65.02,"2,674","173,863","7,235",Oct 05 11:01 AM
Madonna John W.,"SVP, Corporate Controller",2021-10-04,Sale,155.45,"2,674","415,667","4,561",Oct 05 11:01 AM
SONSTEBY CHARLES M,Director,2021-10-01,Option Exercise,49.51,"3,123","154,620","25,365",Oct 04 12:58 PM
Martin Melvin John,"President, SRG",2021-09-28,Option Exercise,65.02,"6,160","400,523","17,608",Sep 29 12:00 PM
Martin Melvin John,"President, SRG",2021-09-28,Sale,159.36,"6,160","981,662","11,448",Sep 29 12:00 PM
MENSAH NANA,Director,2021-09-28,Sale,156.62,"1,100","172,282",577,Sep 30 04:34 PM
Simon William S,Director,2021-09-27,Sale,159.94,"6,250","999,610","7,948",Sep 29 10:23 AM
King Sarah H.,"SVP, Chief People Officer",2021-09-27,Sale,158.0,"3,000","473,988","4,987",Sep 28 03:30 PM
Cardenas Ricardo,President and COO,2021-09-23,Option Exercise,49.25,"2,663","131,153","45,618",Sep 27 11:52 AM
Cardenas Ricardo,President and COO,2021-09-23,Sale,158.65,"2,663","422,485","42,955",Sep 27 11:52 AM
MENSAH NANA,Director,2021-09-22,Option Exercise,0.0,"1,667",0,"1,677",Sep 24 09:55 AM
Simon William S,Director,2021-09-22,Option Exercise,0.0,"1,667",0,"14,198",Sep 24 09:55 AM
Cardenas Ricardo,President and COO,2021-09-01,Option Exercise,49.25,"7,989","393,458","50,944",Sep 03 01:46 PM
Cardenas Ricardo,President and COO,2021-09-01,Sale,151.27,"7,989","1,208,496","42,955",Sep 03 01:46 PM
Cardenas Ricardo,President and COO,2021-08-25,Option Exercise,49.25,"5,326","262,306","48,281",Aug 26 11:25 AM
Cardenas Ricardo,President and COO,2021-08-25,Sale,150.0,"5,326","798,900","42,955",Aug 26 11:25 AM
Cardenas Ricardo,President and COO,2021-08-02,Option Exercise,49.25,"5,326","262,306","48,281",Aug 03 02:34 PM
Cardenas Ricardo,President and COO,2021-08-02,Sale,147.05,"5,326","783,188","42,955",Aug 03 02:34 PM
LEE EUGENE I JR,Chairman and CEO,2021-07-30,Option Exercise,0.0,"29,177",0,"283,567",Aug 02 03:52 PM
LEE EUGENE I JR,Chairman and CEO,2021-07-29,Option Exercise,59.68,"30,748","1,835,041","285,138",Aug 02 03:52 PM
Martin Melvin John,"President, SRG",2021-07-29,Option Exercise,0.0,"1,332",0,"11,973",Jul 30 02:27 PM
Burrowes Todd,"President, LongHorn Steakhouse",2021-07-29,Option Exercise,62.03,"22,157","1,374,357","60,590",Aug 02 03:51 PM
Burrowes Todd,"President, LongHorn Steakhouse",2021-07-29,Sale,150.07,"22,157","3,325,199","38,433",Aug 02 03:51 PM
LEE EUGENE I JR,Chairman and CEO,2021-07-29,Sale,150.18,"30,748","4,617,612","254,390",Aug 02 03:52 PM
Kiernan Daniel J.,"President, Olive Garden",2021-07-27,Option Exercise,0.0,53,0,53,Jul 29 05:24 PM
Kiernan Daniel J.,"President, Olive Garden",2021-07-26,Option Exercise,0.0,117,0,117,Jul 29 05:24 PM
