Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Williams R Sanders,Director,2022-05-23,Sale,250.0,600,"150,000","5,501",May 23 09:19 PM
Graham Jonathan P,"EVP, Gen. Counsel & Secy.",2022-05-10,Sale,241.81,"13,500","3,264,454","37,333",May 10 07:45 PM
