Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
O HANLEY RONALD P,Chairman and CEO,2022-05-15,Option Exercise,0.0,"10,128",0,"196,388",May 17 04:49 PM
O HANLEY RONALD P,"Chairman, President and CEO",2022-02-15,Option Exercise,0.0,"2,581",0,"206,067",Feb 17 05:35 PM
Erickson Andrew,Executive Vice President,2022-01-24,Sale,89.0,"16,000","1,424,000","111,864",Jan 25 04:09 PM
Taraporevala Cyrus,EVP; President and CEO of SSGA,2021-12-09,Sale,92.12,"4,487","413,342","82,170",Dec 13 04:10 PM
RICHARDS MICHAEL L,EVP and Chief Admin Officer,2021-11-16,Sale,99.58,262,"26,090","22,954",Nov 17 04:13 PM
O HANLEY RONALD P,"Chairman, President and CEO",2021-11-15,Option Exercise,0.0,"7,743",0,"225,617",Nov 17 04:19 PM
Aristeguieta Francisco,EVP and CEO of Inst. Services,2021-11-15,Sale,99.45,"22,200","2,207,790","95,047",Nov 17 04:12 PM
de Saint-Aignan Patrick,Director,2021-11-12,Sale,99.12,"1,000","99,120","31,453",Nov 16 04:13 PM
de Saint-Aignan Patrick,Director,2021-11-10,Sale,97.1,"5,000","485,480","32,453",Nov 12 04:03 PM
Taraporevala Cyrus,EVP; President and CEO of SSGA,2021-11-09,Sale,95.74,"4,487","429,585","86,657",Nov 10 04:16 PM
Taraporevala Cyrus,EVP; President and CEO of SSGA,2021-10-08,Sale,89.23,"4,487","400,375","91,144",Oct 12 04:31 PM
Taraporevala Cyrus,EVP; President and CEO of SSGA,2021-09-09,Sale,87.0,"4,487","390,369","95,631",Sep 10 04:22 PM
RICHARDS MICHAEL L,EVP and Chief Admin Officer,2021-08-16,Sale,89.96,330,"29,687","23,692",Aug 17 04:08 PM
O HANLEY RONALD P,"Chairman, President and CEO",2021-08-15,Option Exercise,0.0,"7,744",0,"236,093",Aug 17 04:07 PM
Taraporevala Cyrus,EVP; President and CEO of SSGA,2021-08-09,Sale,89.4,"4,487","401,138","100,118",Aug 11 04:03 PM
Taraporevala Cyrus,EVP; President and CEO of SSGA,2021-07-26,Sale,85.02,"4,488","381,570","104,605",Jul 28 04:14 PM
