Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Galbut Russell W,Director,2022-05-23,Buy,15.12,"100,000","1,512,500","489,917",May 25 04:31 PM
Binder Robert,"Vice Chair, Pres. & CEO OC",2021-09-09,Sale,25.12,"33,863","850,670","137,426",Sep 10 05:02 PM
