Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-06-24,Option Exercise,84.67,"5,000","423,350","21,279",Jun 27 05:57 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-06-24,Sale,247.11,"5,000","1,235,562","16,279",Jun 27 05:57 PM
FILIKRUSHEL PATRICIA,Director,2022-05-31,Option Exercise,53.69,"8,833","474,283","28,082",Jun 01 05:55 PM
FILIKRUSHEL PATRICIA,Director,2022-05-31,Sale,221.59,"5,289","1,171,976","22,793",Jun 01 05:55 PM
ZUAZO ANTONIO,"EVP, Global Supply Chain",2022-05-27,Option Exercise,48.11,"2,999","144,282","12,490",Jun 01 11:41 AM
ZUAZO ANTONIO,"EVP, Global Supply Chain",2022-05-27,Sale,227.43,"2,999","682,055","9,491",Jun 01 11:41 AM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-04-06,Option Exercise,78.04,"7,502","585,424","23,781",Apr 07 04:24 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-04-06,Sale,235.7,"7,502","1,768,256","16,279",Apr 07 04:24 PM
TAYLOR EMILY C,EVP & Chief Merchandising Ofc,2022-03-24,Option Exercise,84.67,"10,016","848,055","25,469",Mar 25 05:59 PM
TAYLOR EMILY C,EVP & Chief Merchandising Ofc,2022-03-24,Sale,220.2,"10,016","2,205,522","15,453",Mar 25 05:59 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2021-12-15,Option Exercise,74.72,"5,000","373,600","19,546",Dec 17 03:20 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2021-12-15,Sale,226.15,"5,000","1,130,734","14,546",Dec 17 03:20 PM
FILIKRUSHEL PATRICIA,Director,2021-12-07,Option Exercise,47.94,"4,059","194,588","19,393",Dec 09 12:58 PM
FILIKRUSHEL PATRICIA,Director,2021-12-07,Sale,222.34,876,"194,769","18,517",Dec 09 12:58 PM
RHODES WILLIAM C III,Director,2021-12-06,Option Exercise,53.69,"8,833","474,283","33,619",Dec 08 01:37 PM
CALBERT MICHAEL M,Director,2021-12-06,Option Exercise,48.62,"4,180","203,232","101,704",Dec 08 01:35 PM
VASOS TODD J,Chief Executive Officer,2021-12-03,Option Exercise,93.75,"337,456","31,636,064","547,534",Dec 07 04:37 PM
Garratt John W,Chief Financial Officer,2021-12-03,Option Exercise,114.32,"29,412","3,362,246","54,219",Dec 07 04:39 PM
Garratt John W,Chief Financial Officer,2021-12-03,Sale,223.3,"29,412","6,567,800","24,807",Dec 07 04:39 PM
VASOS TODD J,Chief Executive Officer,2021-12-03,Sale,220.97,"337,456","74,567,105","210,078",Dec 07 04:37 PM
