Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Cowan Debbie L.,SVP & Chief HR Officer,2022-06-08,Sale,37.75,"36,228","1,367,612","62,891",Jun 09 02:21 PM
Hallam Scott A.,SVP Transmission & Gulf of Mex,2022-04-06,Sale,33.3,"15,607","519,713","164,054",Apr 07 03:41 PM
Hallam Scott A.,SVP Transmission & Gulf of Mex,2022-03-08,Option Exercise,27.34,"12,838","350,938","187,436",Mar 09 05:22 PM
Hallam Scott A.,SVP Transmission & Gulf of Mex,2022-03-08,Sale,33.86,"12,838","434,695","179,661",Mar 09 05:22 PM
Hallam Scott A.,SVP Transmission & Gulf of Mex,2022-03-07,Option Exercise,29.09,"10,913","317,459","190,574",Mar 09 05:22 PM
Hallam Scott A.,SVP Transmission & Gulf of Mex,2022-03-07,Sale,33.39,"10,913","364,420","179,661",Mar 09 05:22 PM
Bennett Walter J,SVP Gathering & Processing,2022-03-01,Option Exercise,28.99,"95,013","2,754,229","212,484",Mar 02 12:23 PM
Bennett Walter J,SVP Gathering & Processing,2022-03-01,Sale,32.0,"95,013","3,040,416","161,556",Mar 02 12:23 PM
ARMSTRONG ALAN S,President & CEO,2022-02-23,Option Exercise,29.11,"159,681","4,648,314","1,657,976",Feb 25 04:11 PM
ARMSTRONG ALAN S,President & CEO,2022-02-23,Sale,30.18,"156,523","4,723,395","1,501,453",Feb 25 04:11 PM
Bennett Walter J,SVP Gathering & Processing,2022-02-23,Sale,29.7,"24,219","719,304","161,556",Feb 25 04:07 PM
Wilson Terrance Lane,SVP & General Counsel,2022-02-22,Option Exercise,29.51,"66,925","1,974,957","207,019",Feb 24 12:06 PM
Zamarin Chad J.,Senior Vice President - CSD,2022-02-22,Option Exercise,29.51,"122,178","3,605,473","344,369",Feb 24 12:04 PM
Hallam Scott A.,SVP Transmission & Gulf of Mex,2022-02-22,Option Exercise,29.51,"91,666","2,705,064","175,283",Feb 24 12:03 PM
Porter John Dean,"VP, Controller & CAO",2022-02-22,Option Exercise,29.51,"4,201","123,972","33,322",Feb 24 12:03 PM
Dunn Micheal G.,Executive Vice President & COO,2022-02-22,Option Exercise,29.51,"166,794","4,922,091","431,698",Feb 24 12:01 PM
Cowan Debbie L.,SVP & Chief HR Officer,2022-02-22,Option Exercise,29.51,"52,337","1,544,465","93,835",Feb 24 11:59 AM
Bennett Walter J,SVP Gathering & Processing,2022-02-22,Option Exercise,29.51,"72,760","2,147,148","215,180",Feb 24 11:57 AM
ARMSTRONG ALAN S,President & CEO,2022-02-22,Option Exercise,29.51,"397,777","11,738,399","1,514,861",Feb 24 11:56 AM
Bennett Walter J,SVP Gathering & Processing,2021-10-08,Option Exercise,24.98,"18,975","473,996","200,681",Oct 12 12:15 PM
Bennett Walter J,SVP Gathering & Processing,2021-10-08,Sale,28.0,"43,975","1,231,300","156,706",Oct 12 12:15 PM
