Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Campbell Ann Marie,EVP - U.S. Stores & Int'l Ops,2022-05-24,Option Exercise,128.96,"11,293","1,456,370","62,468",May 25 04:37 PM
Campbell Ann Marie,EVP - U.S. Stores & Int'l Ops,2022-05-24,Sale,288.03,"11,293","3,252,700","51,175",May 25 04:37 PM
Seidman Becker Caryn,Director,2022-05-23,Buy,287.73,"1,500","431,595","1,500",May 23 05:52 PM
Padilla Hector A,EVP - Outside Sales & Service,2022-05-19,Option Exercise,189.25,136,"25,738","11,366",May 20 05:31 PM
Padilla Hector A,EVP - Outside Sales & Service,2022-05-19,Sale,289.23,136,"39,335","11,230",May 20 05:31 PM
Padilla Hector A,EVP - Outside Sales & Service,2022-03-25,Option Exercise,158.8,504,"80,034","11,733",Mar 29 04:42 PM
Padilla Hector A,EVP - Outside Sales & Service,2022-03-25,Sale,309.8,504,"156,139","11,229",Mar 29 04:42 PM
KINNAIRD JEFFREY G,EVP - Merchandising,2021-11-19,Option Exercise,129.21,"7,000","904,438","29,122",Nov 19 05:06 PM
KINNAIRD JEFFREY G,EVP - Merchandising,2021-11-19,Sale,408.83,"7,000","2,861,810","22,122",Nov 19 05:06 PM
Hourigan Timothy A.,EVP - Human Resources,2021-11-17,Option Exercise,69.65,"12,797","891,311","72,101",Nov 19 05:04 PM
McPhail Richard V,EVP & CFO,2021-11-17,Option Exercise,78.87,"14,544","1,147,085","38,876",Nov 19 05:08 PM
Padilla Hector A,EVP - Outside Sales & Service,2021-11-17,Option Exercise,125.45,"4,874","611,463","12,607",Nov 19 05:10 PM
Roseborough Teresa Wynn,"EVP, Gen. Counsel & Corp. Sec.",2021-11-17,Option Exercise,141.2,"18,878","2,665,567","38,720",Nov 19 05:12 PM
Padilla Hector A,EVP - Outside Sales & Service,2021-11-17,Sale,394.24,"4,874","1,921,526","7,733",Nov 19 05:10 PM
McPhail Richard V,EVP & CFO,2021-11-17,Sale,392.83,"14,544","5,713,320","24,332",Nov 19 05:08 PM
Hourigan Timothy A.,EVP - Human Resources,2021-11-17,Sale,394.1,"12,797","5,043,257","59,304",Nov 19 05:04 PM
Campbell Ann Marie,EVP - U.S. Stores & Int'l Ops,2021-11-17,Sale,395.64,82,"32,442","4,983",Nov 19 05:00 PM
Roseborough Teresa Wynn,"EVP, Gen. Counsel & Corp. Sec.",2021-11-17,Sale,395.19,"18,878","7,460,424","19,842",Nov 19 05:12 PM
Roseborough Teresa Wynn,"EVP, Gen. Counsel & Corp. Sec.",2021-08-23,Sale,328.65,"5,000","1,643,250","19,760",Aug 24 05:27 PM
Menear Craig A,Chairman & CEO,2021-08-20,Option Exercise,69.65,"68,468","4,768,796","230,904",Aug 24 05:25 PM
Menear Craig A,Chairman & CEO,2021-08-20,Sale,325.46,"68,468","22,283,483","162,436",Aug 24 05:25 PM
Padilla Hector A,EVP - Outside Sales & Service,2021-08-18,Option Exercise,97.57,"1,154","112,596","9,041",Aug 20 05:01 PM
Padilla Hector A,EVP - Outside Sales & Service,2021-08-18,Sale,325.62,"1,154","375,765","7,887",Aug 20 05:01 PM
