Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
RICE LINDA JOHNSON,Director,2022-04-25,Sale,77.88,"1,900","147,972","9,784",Apr 27 04:30 PM
Tarlowe Rochelle M.,Senior VP and Treasurer,2022-02-15,Sale,85.86,"1,500","128,794","12,967",Feb 17 05:36 PM
Castellaneta Andrew,"SVP, Chief Accounting Officer",2022-02-11,Sale,85.47,"5,000","427,350","32,131",Feb 15 04:30 PM
RICE LINDA JOHNSON,Director,2021-11-09,Sale,68.89,"1,817","125,164","10,402",Nov 12 04:30 PM
