Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
REX JOHN F,EVP Chief Financial Officer,2022-07-29,Option Exercise,70.24,"44,757","3,143,732","179,673",Jul 29 06:44 PM
REX JOHN F,EVP Chief Financial Officer,2022-07-29,Sale,541.53,"13,183","7,138,990","141,508",Jul 29 06:44 PM
HEMSLEY STEPHEN J,Director,2022-07-26,Option Exercise,57.38,"99,312","5,698,523","886,684",Jul 28 05:58 PM
HEMSLEY STEPHEN J,Director,2022-07-26,Sale,534.27,"99,312","53,059,224","787,372",Jul 28 05:58 PM
WITTY ANDREW,"CEO, UHG",2022-07-18,Sale,527.9,"11,376","6,005,390","76,559",Jul 19 04:19 PM
McSweeney Erin,EVP Chief People Officer,2022-06-24,Sale,492.75,1,419,"8,103",Jun 27 04:30 PM
McSweeney Erin,EVP Chief People Officer,2022-06-23,Sale,499.0,"1,273","635,227","8,104",Jun 27 04:30 PM
MCNABB FREDERICK WILLIAM III,Director,2022-05-26,Buy,504.32,89,"44,884","11,259",May 31 04:37 PM
BURKE RICHARD T,Director,2022-05-19,Sale,478.96,"2,500","1,197,410","1,215,000",May 23 04:32 PM
BURKE RICHARD T,Director,2022-05-17,Sale,493.5,"2,500","1,233,750","1,217,500",May 18 05:07 PM
BURKE RICHARD T,Director,2022-05-16,Sale,493.25,"2,500","1,233,125","1,220,000",May 18 05:07 PM
BURKE RICHARD T,Director,2022-03-24,Sale,508.8,"3,000","1,526,400","1,222,500",Mar 24 09:35 PM
BURKE RICHARD T,Director,2022-03-23,Sale,505.67,"3,000","1,517,001","1,225,500",Mar 24 09:35 PM
BURKE RICHARD T,Director,2022-03-22,Sale,511.14,"4,000","2,044,568","1,228,500",Mar 24 09:35 PM
BURKE RICHARD T,Director,2022-02-25,Sale,470.38,"6,000","2,822,305","1,232,500",Feb 25 07:15 PM
BURKE RICHARD T,Director,2022-02-23,Sale,465.3,"4,000","1,861,182","1,238,500",Feb 25 07:15 PM
GARCIA PAUL R,Director,2022-02-22,Buy,464.97,"2,146","997,817","2,375",Feb 24 05:59 PM
BURKE RICHARD T,Director,2022-02-16,Sale,476.72,"5,000","2,383,588","1,242,500",Feb 18 06:33 PM
BURKE RICHARD T,Director,2022-01-21,Sale,468.5,"4,000","1,874,000","1,247,500",Jan 24 05:37 PM
BURKE RICHARD T,Director,2022-01-20,Sale,469.41,"5,000","2,347,044","1,251,500",Jan 24 05:37 PM
BURKE RICHARD T,Director,2021-11-24,Sale,450.0,"2,500","1,125,000","1,256,500",Nov 24 04:18 PM
BURKE RICHARD T,Director,2021-11-23,Sale,444.7,"2,500","1,111,750","1,259,000",Nov 24 04:18 PM
HEMSLEY STEPHEN J,Director,2021-10-26,Sale,455.57,"50,000","22,778,700","496,952",Oct 27 07:00 PM
HEMSLEY STEPHEN J,Director,2021-10-25,Sale,448.72,"75,000","33,653,630","546,952",Oct 27 07:00 PM
BURKE RICHARD T,Director,2021-09-17,Sale,419.0,"2,500","1,047,500","1,261,500",Sep 21 04:52 PM
BURKE RICHARD T,Director,2021-09-15,Sale,418.06,"10,000","4,180,625","1,264,000",Sep 16 04:34 PM
BURKE RICHARD T,Director,2021-09-14,Sale,416.75,"2,500","1,041,875","1,274,000",Sep 16 04:34 PM
HEMSLEY STEPHEN J,Director,2021-08-23,Sale,426.3,"70,000","29,841,154","621,560",Aug 25 04:28 PM
REX JOHN F,EVP Chief Financial Officer,2021-07-29,Option Exercise,57.38,"52,972","3,039,533","162,402",Jul 30 07:05 PM
REX JOHN F,EVP Chief Financial Officer,2021-07-29,Sale,412.04,"15,438","6,361,027","117,149",Jul 30 07:05 PM
BURKE RICHARD T,Director,2021-07-22,Sale,415.7,"7,000","2,909,867","1,276,500",Jul 26 04:57 PM
WITTY ANDREW,"CEO, UHG",2021-07-21,Sale,414.15,"6,000","2,484,900","70,781",Jul 22 04:59 PM
BURKE RICHARD T,Director,2021-07-20,Sale,414.31,"8,000","3,314,440","1,283,500",Jul 21 04:32 PM
HEMSLEY STEPHEN J,Director,2021-07-16,Sale,420.62,"60,000","25,237,110","941,560",Jul 19 04:58 PM
