Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
MIRALLES ALBERT JOSEPH JR,See Remarks,2022-05-06,Buy,169.9,"1,475","250,602","16,313",May 10 04:28 PM
LEAHY CHRISTINE A,See Remarks,2022-05-06,Buy,169.36,"2,900","491,150","50,131",May 10 04:27 PM
MIRALLES ALBERT JOSEPH JR,See Remarks,2022-02-11,Buy,181.96,"1,650","300,234","16,126",Feb 14 06:31 PM
LEAHY CHRISTINE A,See Remarks,2022-02-11,Buy,180.96,"2,762","499,812","30,496",Feb 14 06:30 PM
CORLEY CHRISTINA M,See Remarks,2021-12-20,Option Exercise,24.29,"3,400","82,586","44,135",Dec 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-12-20,Sale,186.89,"3,400","635,426","40,735",Dec 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-11-18,Option Exercise,24.29,"3,400","82,586","44,135",Nov 22 04:42 PM
CORLEY CHRISTINA M,See Remarks,2021-11-18,Sale,195.27,"3,400","663,918","40,735",Nov 22 04:42 PM
CORLEY CHRISTINA M,See Remarks,2021-10-18,Option Exercise,24.29,"3,400","82,586","44,135",Oct 20 04:51 PM
CORLEY CHRISTINA M,See Remarks,2021-10-18,Sale,179.0,"3,400","608,600","40,735",Oct 20 04:51 PM
CORLEY CHRISTINA M,See Remarks,2021-09-20,Option Exercise,24.29,"3,400","82,586","44,135",Sep 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-09-20,Sale,187.6,"3,400","637,840","40,735",Sep 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-08-18,Option Exercise,24.29,"3,400","82,586","44,135",Aug 20 04:59 PM
CORLEY CHRISTINA M,See Remarks,2021-08-18,Sale,196.39,"3,400","667,726","40,735",Aug 20 04:59 PM
FINNEGAN PAUL J,Director,2021-08-17,Sale,197.29,"2,366","466,788","14,307",Aug 18 04:59 PM
KEBO COLLIN B.,See Remarks,2021-08-16,Sale,198.1,"6,000","1,188,600","29,710",Aug 18 04:59 PM
KULEVICH FREDERICK J.,See Remarks,2021-08-16,Sale,198.1,"2,500","495,250","13,740",Aug 18 05:00 PM
LEAHY CHRISTINE A,See Remarks,2021-08-10,Option Exercise,29.61,"16,135","477,698","38,736",Aug 11 04:55 PM
LEAHY CHRISTINE A,See Remarks,2021-08-09,Option Exercise,30.13,"18,250","549,821","108,147",Aug 11 04:55 PM
LEAHY CHRISTINE A,See Remarks,2021-08-09,Sale,188.98,"85,546","16,166,161","22,601",Aug 11 04:55 PM
CORLEY CHRISTINA M,See Remarks,2021-07-19,Option Exercise,24.29,"3,400","82,586","44,135",Jul 21 05:11 PM
CORLEY CHRISTINA M,See Remarks,2021-07-19,Sale,172.17,"3,400","585,378","40,735",Jul 21 05:11 PM
