Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
KAPITO ROBERT,President,2022-07-25,Sale,632.88,"37,588","23,788,680","226,680",Jul 27 05:52 PM
FORD WILLIAM E,Director,2022-04-18,Buy,681.44,"2,000","1,362,880","14,915",Apr 18 06:06 PM
FORD WILLIAM E,Director,2022-04-14,Buy,701.0,"1,000","701,000","12,915",Apr 18 06:06 PM
McCombe Mark,Senior Managing Director,2022-02-07,Sale,819.32,"1,400","1,147,049","22,588",Feb 09 05:52 PM
FINK LAURENCE,Chairman and CEO,2021-12-02,Sale,920.92,"16,365","15,070,818","589,724",Dec 03 08:20 PM
Kushel J. Richard,Senior Managing Director,2021-11-08,Sale,964.45,405,"390,602","5,245",Nov 10 04:26 PM
FINK LAURENCE,Chairman and CEO,2021-10-26,Sale,936.35,"5,000","4,681,766","606,089",Oct 27 05:11 PM
FINK LAURENCE,Chairman and CEO,2021-10-25,Sale,925.68,"22,247","20,593,675","616,524",Oct 27 05:11 PM
McCombe Mark,Senior Managing Director,2021-08-16,Sale,910.5,"2,000","1,821,000","18,804",Aug 18 04:24 PM
Meade Christopher J.,General Counsel and CLO,2021-07-20,Sale,877.24,"2,106","1,847,467","6,936",Jul 22 05:01 PM
Wiedman Mark,Senior Managing Director,2021-07-15,Sale,884.5,175,"154,787","7,766",Jul 16 05:12 PM
