Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Sievers Kurt,CEO & President,2022-07-28,Option Exercise,0.00,"2,603",0,"143,717",Aug 01 05:23 PM
Jensen Christopher L,EVP Human Resources,2022-07-28,Option Exercise,0.00,434,0,"5,906",Aug 01 05:21 PM
Smitham Peter,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"6,882",Jun 02 04:23 PM
Staiblin Jasmin,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"4,713",Jun 02 04:22 PM
Southern Julie,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"10,129",Jun 02 04:22 PM
GOLDMAN KENNETH A,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"4,882",Jun 02 04:23 PM
SUMME GREGORY L,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"11,584",Jun 02 04:21 PM
Sundstrom Karl-Henrik,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"2,737",Jun 02 04:21 PM
BONFIELD PETER L,Chairman,2022-06-01,Option Exercise,0.0,"1,090",0,"16,282",Jun 02 04:19 PM
Olving Lena,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"2,731",Jun 02 04:20 PM
Kaeser Josef,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"11,097",Jun 02 04:20 PM
CLAYTON ANNETTE K,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"1,090",Jun 02 04:18 PM
Foxx Anthony R,Director,2022-06-01,Option Exercise,0.0,"1,090",0,"1,090",Jun 02 04:19 PM
Southern Julie,Director,2022-03-15,Buy,178.07,135,"24,039","9,039",Mar 16 05:44 PM
Kaeser Josef,Director,2021-12-01,Sale,233.9,"4,700","1,099,330","10,007",Dec 03 05:18 PM
Wuamett Jennifer,EVP & General Counsel,2021-11-18,Sale,219.42,"7,200","1,579,782","36,614",Nov 19 05:35 PM
Sievers Kurt,CEO & President,2021-10-29,Option Exercise,0.0,"5,681",0,"144,042",Oct 29 06:12 PM
Betz William,EVP & CFO,2021-10-29,Option Exercise,0.0,692,0,"2,608",Oct 29 06:16 PM
Wuamett Jennifer,EVP & General Counsel,2021-10-29,Option Exercise,0.0,"1,748",0,"44,502",Oct 29 06:03 PM
Owen Stephen,EVP Sales & Marketing,2021-10-29,Option Exercise,0.0,"2,185",0,"31,346",Oct 29 06:06 PM
Jensen Christopher L,EVP Human Resources,2021-10-29,Option Exercise,0.0,655,0,"5,730",Oct 29 06:10 PM
Jensen Christopher L,EVP Human Resources,2021-10-27,Option Exercise,0.0,"1,163",0,"5,533",Oct 29 06:10 PM
Owen Stephen,EVP Sales & Marketing,2021-10-27,Option Exercise,0.0,"1,876",0,"30,090",Oct 29 06:06 PM
Wuamett Jennifer,EVP & General Counsel,2021-10-27,Option Exercise,0.0,"1,651",0,"43,404",Oct 29 06:03 PM
Betz William,EVP & CFO,2021-10-27,Option Exercise,0.0,657,0,"2,175",Oct 29 06:16 PM
Sievers Kurt,CEO & President,2021-10-27,Option Exercise,0.0,"8,256",0,"142,615",Oct 29 06:12 PM
GOLDMAN KENNETH A,Director,2021-09-16,Sale,211.32,"1,000","211,320","12,448",Sep 20 05:21 PM
Sievers Kurt,CEO & President,2021-08-27,Sale,225.0,"25,878","5,822,550","134,359",Aug 30 05:17 PM
KELLY PETER,EVP & CFO,2021-08-27,Sale,226.18,"14,966","3,384,940",0,Aug 30 05:18 PM
KELLY PETER,EVP & CFO,2021-08-27,Sale,225.05,"127,345","28,658,887","61,438",Aug 30 05:18 PM
GOLDMAN KENNETH A,Director,2021-08-23,Sale,210.77,"2,500","526,931","20,240",Aug 25 05:40 PM
Jensen Christopher L,EVP Human Resources,2021-08-10,Sale,217.58,"5,300","1,153,174","4,370",Aug 11 05:31 PM
Kaeser Josef,Director,2021-08-10,Sale,217.95,"10,000","2,179,500","14,707",Aug 11 05:32 PM
Owen Stephen,EVP Sales & Marketing,2021-08-09,Sale,216.03,"11,666","2,520,194","28,214",Aug 11 05:32 PM
Wuamett Jennifer,EVP & General Counsel,2021-08-06,Sale,211.69,"4,916","1,040,669","41,753",Aug 06 05:15 PM
Jensen Christopher L,EVP Human Resources,2021-07-28,Option Exercise,0.0,434,0,"2,871",Jul 28 05:03 PM
Sievers Kurt,CEO & President,2021-07-28,Option Exercise,0.0,"2,603",0,"62,652",Jul 28 05:02 PM
Sievers Kurt,CEO & President,2021-07-26,Option Exercise,0.0,"21,551",0,"71,154",Jul 28 05:02 PM
Owen Stephen,EVP Sales & Marketing,2021-07-26,Option Exercise,0.0,"7,543",0,"7,543",Jul 28 05:02 PM
Jensen Christopher L,EVP Human Resources,2021-07-26,Option Exercise,0.0,"1,869",0,"3,080",Jul 28 05:03 PM
Wuamett Jennifer,EVP & General Counsel,2021-07-26,Option Exercise,0.0,"6,465",0,"12,081",Jul 28 05:01 PM
KELLY PETER,EVP & CFO,2021-07-26,Option Exercise,0.0,"11,315",0,"126,655",Jul 28 05:01 PM
