Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Goldstein Robert G,Chairman & CEO,2022-04-26,Option Exercise,0.0,"49,500",0,"49,500",Apr 28 04:40 PM
Hyzak Randy,EVP & CFO,2022-04-26,Option Exercise,0.0,"8,283",0,"8,283",Apr 28 04:42 PM
Dumont Patrick,President & COO,2022-04-26,Option Exercise,0.0,"27,611",0,"302,611",Apr 28 04:46 PM
Hudson D. Zachary,EVP and Global General Counsel,2022-04-26,Option Exercise,0.0,"7,593",0,"7,593",Apr 28 04:44 PM
