Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
SCHLUMBERGER LIMITED/NV,10% Owner,2022-06-08,Sale,17.0,"12,032,500","204,552,500","23,069,461",Jun 10 05:02 PM
Rennick Gavin,President New Energy,2022-05-26,Sale,46.7,"10,759","502,424","38,044",May 31 05:31 PM
Beumelburg Katharina,Chief Sustainability Officer,2022-05-19,Sale,40.28,"4,200","169,197",519,May 23 05:11 PM
Beumelburg Katharina,Chief Sustainability Officer,2022-05-17,Option Exercise,0.0,"8,270",0,"8,646",May 19 04:50 PM
Kasibhatla Vijay,"Director, M&A",2022-05-06,Sale,43.32,"20,000","866,460","46,529",May 10 04:26 PM
SCHLUMBERGER LIMITED/NV,10% Owner,2022-05-03,Sale,15.5,"14,500,000","224,750,000","35,101,961",May 05 09:30 AM
Chereque Pierre,"VP, Director of Tax",2022-04-21,Option Exercise,0.0,"1,336",0,"123,826",Apr 21 09:09 PM
Gharbi Hinda,"EVP, Services & Equipment",2022-04-17,Option Exercise,0.0,"36,630",0,"296,283",Apr 19 04:45 PM
Al Mogharbel Khaled,"EVP, Geographies",2022-04-17,Option Exercise,0.0,"48,840",0,"260,237",Apr 19 04:44 PM
Jaramillo Claudia,"VP, Treasurer",2022-03-30,Sale,43.0,"11,628","500,004","41,483",Mar 31 04:52 PM
Fyfe Kevin,VP Controller,2022-03-02,Sale,38.5,"20,708","797,299","33,168",Mar 04 04:51 PM
Chereque Pierre,"VP, Director of Tax",2022-02-17,Sale,41.03,"10,000","410,323","120,452",Feb 22 05:12 PM
Al Mogharbel Khaled,"EVP, Geographies",2022-02-15,Sale,39.64,"29,366","1,164,068","205,751",Feb 17 04:50 PM
Chereque Pierre,"VP, Director of Tax",2022-02-02,Sale,39.31,"8,249","324,268","130,452",Feb 04 05:01 PM
Guild Howard,Chief Accounting Officer,2022-01-26,Sale,39.02,"25,500","995,010","47,988",Jan 28 11:31 AM
Chereque Pierre,"VP, Director of Tax",2022-01-19,Option Exercise,0.0,400,0,"92,355",Jan 21 08:17 PM
Gharbi Hinda,"EVP, Services & Equipment",2022-01-19,Option Exercise,0.0,"1,500",0,"130,762",Jan 21 08:14 PM
Rennick Gavin,"VP, Human Resources",2022-01-16,Option Exercise,0.0,"6,720",0,"17,557",Jan 19 08:39 PM
Pafitis Demosthenis,Chief Technology Officer,2022-01-16,Option Exercise,0.0,"6,720",0,"20,413",Jan 19 08:34 PM
Ralston Dianne B.,Chief Legal Officer & Sec,2021-12-08,Sale,31.04,"12,885","399,963","12,886",Dec 09 02:17 PM
Ralston Dianne B.,Chief Legal Officer & Sec,2021-12-01,Option Exercise,0.0,"34,603",0,"34,603",Dec 03 12:52 PM
Le Peuch Olivier,Chief Executive Officer,2021-07-06,Buy,31.64,711,"22,496","227,889",Jan 21 08:39 PM
