Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Mammen Timothy PV,"SVP, Chief Financial Officer",2022-06-16,Buy,83.54,"3,000","250,620","53,493",Jun 21 04:07 PM
Shcherbakov Eugene A,CEO,2022-02-09,Option Exercise,58.65,"1,500","87,975","43,803",Feb 09 05:44 PM
Shcherbakov Eugene A,CEO,2022-02-09,Sale,152.3,"1,500","228,450","42,303",Feb 09 05:44 PM
Samartsev Igor,"SVP, Chief Technology Officer",2022-01-03,Sale,172.35,500,"86,175","1,200",Jan 03 04:11 PM
CHILD MICHAEL C,Director,2021-11-16,Option Exercise,51.1,"13,167","672,881","54,284",Nov 17 04:27 PM
Samartsev Igor,"SVP, Chief Technology Officer",2021-10-01,Sale,159.27,500,"79,635","1,700",Oct 04 04:15 PM
IP FIBRE DEVICES LTD,10% Owner,2021-09-16,Sale,170.58,"10,700","1,825,163","6,914,004",Sep 17 04:20 PM
IP FIBRE DEVICES LTD,10% Owner,2021-09-15,Sale,172.27,"12,500","2,153,320","6,924,704",Sep 17 04:20 PM
Ness Trevor,"SVP, Worldwide Sales & Mrkting",2021-08-02,Option Exercise,154.88,"1,200","185,856","17,383",Aug 04 05:06 PM
IP FIBRE DEVICES LTD,10% Owner,2021-08-02,Sale,220.06,"1,800","396,108","6,937,204",Aug 04 05:08 PM
Ness Trevor,"SVP, Worldwide Sales & Mrkting",2021-08-02,Sale,220.07,"2,600","572,182","14,783",Aug 04 05:06 PM
Samartsev Igor,"SVP, Chief Technology Officer",2021-07-01,Sale,211.61,500,"105,805","2,200",Jul 06 04:06 PM
